project_id,mp_name,state,constituency,district,work_name,work_category,recommendation_date,sanction_date,start_date,estimated_cost_lakh,sanctioned_amount_lakh,expected_completion_date,actual_completion_date,status,agency_id,vendor_id,latitude,longitude,planned_progress_pct,physical_progress_pct,expenditure_lakh,prototype_anomaly_seed
MPL-0098,MP-216,West Bengal,Constituency-099,District-19,School Infrastructure Project 0098,School Infrastructure,2026-05-17,2026-06-04,2026-06-04,68.66,67.42,2027-02-25,2027-04-26,Completed,AG006,V080,23.217571,86.318648,80.38799470296476,69.01221143674007,18.479468432288204,normal
MPL-0099,MP-476,Bihar,Constituency-027,District-11,Sanitation Project 0099,Sanitation,2026-04-10,2026-05-04,2026-05-04,65.94,65.63,2027-01-01,,Under Review,AG021,V039,25.104776,85.357767,51.35886292863583,40.96426948975344,18.49150894629623,normal
MPL-0100,MP-429,Tamil Nadu,Constituency-032,District-28,Health Facility Project 0100,Health Facility,2026-03-26,2026-04-05,2026-04-05,48.44,46.27,2027-02-10,,Under Review,AG013,V017,12.898257,79.715522,60.655991187235,54.54036802522702,51.67196517809019,cost_overrun
MPL-0101,MP-221,Tamil Nadu,Constituency-075,District-12,Water Supply Project 0101,Water Supply,2026-05-02,2026-05-08,2026-05-08,41.61,42.3,2027-03-15,,Ongoing,AG025,V021,12.748774,79.968114,62.355365017613,52.33644510857625,19.39109652563601,normal
MPL-0102,MP-396,Madhya Pradesh,Constituency-065,District-15,Sanitation Project 0102,Sanitation,2025-12-30,2026-01-28,2026-01-28,17.64,16.74,2026-11-14,2026-07-25,Completed,AG018,V002,22.614776,76.947767,55.117770187647054,27.921787898816703,13.266529601861462,financial_physical_mismatch
MPL-0103,MP-513,West Bengal,Constituency-006,District-02,Sports Facility Project 0103,Sports Facility,2026-01-19,2026-01-25,2026-01-25,34.87,35.87,2026-11-01,,Under Review,AG004,V017,22.575114,88.196726,65.68075110496707,61.72409131565246,11.710181195698746,normal
MPL-0104,MP-522,Madhya Pradesh,Constituency-069,District-16,Public Library Project 0104,Public Library,2026-05-09,2026-06-05,2026-06-05,18.06,18.47,2027-04-12,2027-03-21,Completed,AG015,V020,23.544776,76.507767,52.51915174676189,49.16415267982452,10.652484921907416,normal
MPL-0105,MP-053,Maharashtra,Constituency-075,District-16,Health Facility Project 0105,Health Facility,2026-04-07,2026-04-17,2026-04-17,30.15,30.72,2027-03-12,,Ongoing,AG011,V015,20.503671,74.479048,82.96545127661824,100.0,17.39864360310352,sudden_progress_jump
MPL-0106,MP-514,Telangana,Constituency-100,District-20,School Infrastructure Project 0106,School Infrastructure,2025-12-20,2026-01-09,2026-01-09,76.27,71.09,2026-12-01,,Under Review,AG027,V032,18.264776,79.847767,36.04155521286369,30.942789848672504,23.47808151404326,normal
MPL-0107,MP-271,Maharashtra,Constituency-079,District-16,School Infrastructure Project 0107,School Infrastructure,2026-05-13,2026-05-24,2026-05-24,79.86,77.67,2027-02-11,2027-04-22,Completed,AG017,V027,20.36834,74.510443,55.72536269021327,64.77244351853733,38.339595261939486,normal
MPL-0108,MP-389,Uttar Pradesh,Constituency-115,District-13,Water Supply Project 0108,Water Supply,2026-06-14,2026-06-30,2026-06-30,57.7,56.19,2027-02-18,2027-01-07,Completed,AG010,V037,27.636874,80.659314,61.38918827611337,61.719915261310206,41.87712903187594,normal
MPL-0109,MP-112,Uttar Pradesh,Constituency-079,District-24,Road Project 0109,Road,2026-03-07,2026-03-30,2026-03-30,55.23,55.35,2027-01-17,2026-10-11,Completed,AG010,V011,29.929314,77.483126,46.76927444423541,52.98421192141216,21.791313966171614,normal
MPL-0110,MP-417,Bihar,Constituency-084,District-30,Water Supply Project 0110,Water Supply,2025-12-25,2026-01-14,2026-01-14,37.76,37.72,2026-08-07,,Ongoing,AG021,V030,25.694776,85.267767,40.529969762754135,45.48682304091628,9.53358540399278,normal
MPL-0111,MP-038,Uttar Pradesh,Constituency-108,District-13,Health Facility Project 0111,Health Facility,2025-12-24,2026-01-23,2026-01-23,49.34,48.3,2026-06-14,,Delayed,AG010,V008,27.543403,80.59402,74.77147230333328,32.056124329120834,35.45276774742255,delay
MPL-0112,MP-517,Uttar Pradesh,Constituency-060,District-09,Road Project 0112,Road,2026-05-15,2026-05-26,2026-05-26,15.73,16.17,2027-04-25,,Ongoing,AG001,V039,26.775376,83.420967,50.65089087925254,60.41107922120446,8.698639474131632,normal
MPL-0113,MP-528,Madhya Pradesh,Constituency-042,District-03,Sanitation Project 0113,Sanitation,2025-12-18,2026-01-04,2026-01-04,64.94,63.8,2026-09-27,,Under Review,AG023,V024,23.229071,79.935048,76.65055126416587,68.51143936861209,44.899737895502696,normal
MPL-0114,MP-369,Gujarat,Constituency-089,District-08,Drainage Project 0114,Drainage,2025-12-27,2026-01-02,2026-01-02,35.62,34.52,2026-09-05,2026-11-25,Completed,AG011,V032,22.579276,72.976667,49.68468798303541,44.93644465591552,19.28646892614938,normal
MPL-0115,MP-157,Gujarat,Constituency-059,District-24,Street Lighting Project 0115,Street Lighting,2026-06-06,2026-06-30,2026-06-30,57.7,57.14,2027-03-16,,Under Review,AG022,V065,23.114776,71.677767,86.73495930602452,82.82092517427226,20.97324255306076,normal
MPL-0116,MP-550,Madhya Pradesh,Constituency-020,District-06,Public Library Project 0116,Public Library,2026-02-18,2026-03-05,2026-03-05,62.34,63.34,2027-02-22,,Ongoing,AG026,V028,23.905674,78.717114,39.50286685603012,27.97588061228992,46.38715094644807,financial_physical_mismatch
MPL-0117,MP-023,Rajasthan,Constituency-051,District-09,Sports Facility Project 0117,Sports Facility,2026-05-06,2026-05-11,2026-05-11,66.23,64.23,2027-03-01,2027-04-21,Completed,AG016,V012,27.188603,77.40702,63.22863137609029,61.27819784175156,18.02296972282692,normal
MPL-0118,MP-384,Maharashtra,Constituency-115,District-13,Street Lighting Project 0118,Street Lighting,2026-04-30,2026-05-19,2026-05-19,75.29,69.84,2026-11-30,,Under Review,AG012,V009,19.177576,74.785067,86.35765594217119,75.05582310467894,32.59429140273664,normal
MPL-0119,MP-024,Telangana,Constituency-039,District-15,Community Hall Project 0119,Community Hall,2026-01-09,2026-02-04,2026-02-04,69.94,65.26,2027-01-17,,Ongoing,AG022,V070,18.164776,78.577767,89.60657268426729,86.2538625835162,20.719655586896923,normal
MPL-0120,MP-247,Telangana,Constituency-027,District-03,Water Supply Project 0120,Water Supply,2026-03-22,2026-03-30,2026-03-30,27.85,28.49,2026-11-04,,Ongoing,AG008,V059,18.687276,78.141867,74.87631702499051,65.35889907785301,19.34537772798677,normal
MPL-0121,MP-329,Maharashtra,Constituency-031,District-10,Water Supply Project 0121,Water Supply,2026-04-04,2026-04-13,2026-04-13,24.87,23.47,2027-01-30,2027-02-14,Completed,AG024,V006,17.695276,74.066067,82.5051633468531,100.0,12.135510854561176,sudden_progress_jump
MPL-0122,MP-538,Telangana,Constituency-041,District-23,Sanitation Project 0122,Sanitation,2026-05-05,2026-05-23,2026-05-23,71.34,72.79,2027-04-19,,Under Review,AG009,V008,17.344776,80.097767,69.42962257065815,66.82803538113811,37.317905674457016,normal
MPL-0123,MP-398,Gujarat,Constituency-032,District-09,Public Library Project 0123,Public Library,2026-02-16,2026-02-27,2026-02-27,69.74,65.27,2026-11-10,,Ongoing,AG016,V031,23.602776,72.417067,60.4663837724236,49.73411033066552,30.59329364407155,normal
MPL-0124,MP-491,Madhya Pradesh,Constituency-027,District-28,Health Facility Project 0124,Health Facility,2026-02-03,2026-02-18,2026-02-18,27.33,27.17,2026-08-30,,Ongoing,AG003,V069,22.614776,80.417767,68.16071247439918,75.38036256116905,9.502070248961072,normal
MPL-0125,MP-268,Rajasthan,Constituency-047,District-17,Water Supply Project 0125,Water Supply,2026-04-13,2026-05-03,2026-05-03,58.09,57.94,2026-12-31,2026-12-27,Completed,AG024,V016,25.364776,72.667767,56.81476328769293,91.13977250460503,24.361218014073632,sudden_progress_jump
MPL-0126,MP-303,Madhya Pradesh,Constituency-020,District-07,Health Facility Project 0126,Health Facility,2026-03-21,2026-04-05,2026-04-05,37.8,37.11,2026-12-21,,Under Review,AG030,V027,24.550976,81.351467,47.17007540739239,38.38037509564846,14.406483425938324,normal
MPL-0127,MP-189,Rajasthan,Constituency-118,District-29,Drainage Project 0127,Drainage,2026-02-13,2026-03-07,2026-03-07,77.59,76.86,2026-09-05,,Delayed,AG018,V044,26.184776,75.827767,61.98275704194303,28.007838269052343,51.59896355760677,delay
MPL-0128,MP-500,Bihar,Constituency-003,District-01,Road Project 0128,Road,2026-05-30,2026-06-21,2026-06-21,63.03,60.85,2026-12-30,,Under Review,AG027,V010,25.608876,85.185367,81.33995942539417,26.631857152940498,48.3538524299985,financial_physical_mismatch
MPL-0129,MP-540,Bihar,Constituency-033,District-27,Sanitation Project 0129,Sanitation,2025-12-20,2026-01-05,2026-01-05,66.55,66.16,2026-11-09,,Ongoing,AG018,V037,26.484776,84.477767,79.33922344210859,87.35423749408145,71.73374326101224,cost_overrun
MPL-0130,MP-416,Tamil Nadu,Constituency-049,District-13,Street Lighting Project 0130,Street Lighting,2026-02-10,2026-03-04,2026-03-04,24.26,24.14,2027-02-25,,Ongoing,AG015,V073,12.541376,78.262367,81.63269061173446,84.01487644203583,17.015227564348876,normal
MPL-0131,MP-278,Gujarat,Constituency-006,District-30,Community Hall Project 0131,Community Hall,2026-06-08,2026-06-15,2026-06-15,48.74,49.44,2027-03-06,,Under Review,AG016,V056,23.364776,70.097767,40.24490095089016,23.021753358724084,8.176489042172097,low_expenditure
MPL-0132,MP-247,Bihar,Constituency-073,District-27,Sports Facility Project 0132,Sports Facility,2026-01-29,2026-02-15,2026-02-15,9.13,8.61,2026-11-02,2026-09-04,Completed,AG022,V005,26.536874,84.409314,42.93053587059673,48.98573218326007,5.898523866179914,normal
MPL-0133,MP-335,Telangana,Constituency-004,District-21,School Infrastructure Project 0133,School Infrastructure,2026-04-26,2026-05-09,2026-05-09,11.87,11.49,2027-02-01,,Under Review,AG026,V011,18.014776,80.197767,81.12710616872462,76.62014659117696,7.555513727299535,normal
MPL-0134,MP-275,Rajasthan,Constituency-020,District-13,Health Facility Project 0134,Health Facility,2026-03-25,2026-04-21,2026-04-21,56.94,56.52,2026-12-04,,Ongoing,AG018,V049,29.594776,73.927767,39.713176470020464,41.322726055738,38.03622156436556,normal
MPL-0135,MP-106,Telangana,Constituency-004,District-03,Health Facility Project 0135,Health Facility,2026-01-08,2026-01-24,2026-01-24,75.89,73.53,2026-07-24,,Under Review,AG012,V014,18.720071,78.042748,76.87405701605346,67.12314812654486,21.784551712387994,normal
MPL-0136,MP-174,Tamil Nadu,Constituency-018,District-09,Street Lighting Project 0136,Street Lighting,2026-04-02,2026-04-16,2026-04-16,64.1,64.08,2027-01-20,,Under Review,AG001,V038,10.853874,79.117114,65.77451001693618,75.61457441975342,24.26411857353709,normal
MPL-0137,MP-110,Gujarat,Constituency-018,District-10,Street Lighting Project 0137,Street Lighting,2026-03-13,2026-03-18,2026-03-18,64.35,61.76,2027-01-15,,Under Review,AG009,V054,23.311993,69.667891,86.93222625972669,90.79201421374972,31.66900200076212,normal
MPL-0138,MP-491,West Bengal,Constituency-041,District-06,Street Lighting Project 0138,Street Lighting,2026-04-06,2026-04-23,2026-04-23,39.0,39.41,2027-01-13,,Ongoing,AG026,V043,23.205803,87.77552,70.80702721016404,71.88367142958293,16.127781921678253,normal
MPL-0139,MP-028,Madhya Pradesh,Constituency-094,District-15,Sports Facility Project 0139,Sports Facility,2026-02-26,2026-03-25,2026-03-25,28.18,28.36,2026-12-26,,Ongoing,AG026,V032,22.666874,76.879314,55.07585455673807,63.58133191368387,10.093154572159396,normal
MPL-0140,MP-411,Karnataka,Constituency-069,District-17,Street Lighting Project 0140,Street Lighting,2026-01-09,2026-02-05,2026-02-05,29.8,28.24,2027-01-13,,Under Review,AG022,V064,17.317571,77.098648,43.47787789507211,40.78669290764399,12.702496971743187,normal
MPL-0141,MP-340,Tamil Nadu,Constituency-102,District-14,Public Library Project 0141,Public Library,2026-01-20,2026-01-28,2026-01-28,55.35,53.08,2026-09-28,,Under Review,AG020,V011,12.098076,79.131067,70.58499163908724,59.55951889669993,40.94125949312355,normal
MPL-0142,MP-108,Bihar,Constituency-038,District-14,Public Library Project 0142,Public Library,2026-06-19,2026-06-26,2026-06-26,23.91,22.98,2026-12-24,,Delayed,AG018,V075,24.894776,85.577767,60.46847647040205,34.942568135366336,14.15411212131212,delay
MPL-0143,MP-352,Gujarat,Constituency-083,District-04,Health Facility Project 0143,Health Facility,2026-04-01,2026-04-27,2026-04-27,45.52,43.62,2026-12-15,,Ongoing,AG010,V044,22.283214,70.735326,40.369266711914,16.027710211532387,37.60723590662482,financial_physical_mismatch
MPL-0144,MP-406,Rajasthan,Constituency-004,District-24,Public Library Project 0144,Public Library,2026-01-17,2026-02-10,2026-02-10,48.31,49.54,2026-11-01,,Under Review,AG006,V071,25.454776,75.687767,47.75205510762757,44.66309870579313,17.228002698730023,normal
MPL-0145,MP-117,Telangana,Constituency-034,District-22,Street Lighting Project 0145,Street Lighting,2026-02-02,2026-02-22,2026-02-22,62.17,62.73,2026-08-19,,Delayed,AG001,V028,17.564776,80.667767,38.44100633080404,18.14962278997046,44.67310958690565,delay
MPL-0146,MP-321,West Bengal,Constituency-016,District-08,Street Lighting Project 0146,Street Lighting,2026-05-17,2026-05-31,2026-05-31,33.05,33.48,2026-12-26,2026-12-11,Completed,AG020,V051,24.078114,88.184526,68.95494736350338,100.0,20.897339871969844,sudden_progress_jump
MPL-0147,MP-171,Gujarat,Constituency-063,District-10,Public Library Project 0147,Public Library,2026-05-24,2026-06-02,2026-06-02,49.39,47.74,2027-01-03,,Ongoing,AG013,V054,23.271021,69.581707,61.76686186308108,61.58920580303754,35.19179537107423,normal
MPL-0148,MP-455,West Bengal,Constituency-063,District-06,Road Project 0148,Road,2025-12-27,2026-01-03,2026-01-03,17.83,18.0,2026-11-03,,Under Review,AG028,V046,23.127313,87.894007,88.0105999178217,87.13023635189644,9.222012348645489,normal
MPL-0149,MP-275,Rajasthan,Constituency-100,District-18,Sanitation Project 0149,Sanitation,2026-02-11,2026-02-27,2026-02-27,28.78,28.95,2027-01-10,,Ongoing,AG002,V036,25.836874,73.299314,66.11077536522227,71.10682340479443,14.837340278798516,normal
MPL-0150,MP-121,Madhya Pradesh,Constituency-100,District-26,Public Library Project 0150,Public Library,2026-01-15,2026-01-27,2026-01-27,62.1,59.17,2027-01-09,,Under Review,AG007,V055,24.11224,82.650043,89.96219681033992,87.85630835260902,25.723908850845444,normal
MPL-0151,MP-300,Tamil Nadu,Constituency-038,District-19,Sports Facility Project 0151,Sports Facility,2026-01-30,2026-02-12,2026-02-12,18.02,16.99,2027-01-15,2027-01-18,Completed,AG021,V055,10.781476,79.881067,46.38184964134713,82.1572205622999,7.406488143326556,sudden_progress_jump
MPL-0152,MP-502,Karnataka,Constituency-019,District-19,School Infrastructure Project 0152,School Infrastructure,2025-12-22,2026-01-16,2026-01-16,70.43,65.78,2026-09-23,,Under Review,AG025,V053,13.324776,75.817767,82.63433372451362,76.1272330471527,41.246643173019486,normal
MPL-0153,MP-470,Madhya Pradesh,Constituency-082,District-22,Community Hall Project 0153,Community Hall,2026-03-18,2026-04-14,2026-04-14,61.99,61.77,2027-02-19,,Ongoing,AG021,V012,24.747571,80.148648,83.25245462580706,81.25575890544432,31.420149005017645,normal
MPL-0154,MP-050,Bihar,Constituency-006,District-04,Street Lighting Project 0154,Street Lighting,2026-01-30,2026-02-24,2026-02-24,27.33,27.63,2026-12-27,2027-01-24,Completed,AG007,V055,26.135676,85.412467,53.576533534393306,54.29107362013424,15.198028458059513,normal
MPL-0155,MP-370,Karnataka,Constituency-033,District-03,School Infrastructure Project 0155,School Infrastructure,2025-12-16,2026-01-01,2026-01-01,22.57,22.47,2026-10-17,2026-07-03,Completed,AG015,V059,12.928876,74.903767,42.25521980612074,44.5551581916151,7.510778503491694,normal
MPL-0156,MP-010,Maharashtra,Constituency-002,District-23,Street Lighting Project 0156,Street Lighting,2026-06-14,2026-06-29,2026-06-29,38.9,36.18,2027-02-23,,Under Review,AG021,V040,21.384776,74.287767,40.23510228887011,32.930368181686795,10.539506161643352,normal
MPL-0157,MP-147,Telangana,Constituency-009,District-17,School Infrastructure Project 0157,School Infrastructure,2026-02-05,2026-02-28,2026-02-28,14.43,14.55,2026-12-03,,Ongoing,AG016,V010,18.814776,78.977767,40.67608432646343,36.762441498161024,5.945207457337324,estimate_revision
MPL-0158,MP-394,Madhya Pradesh,Constituency-045,District-14,Health Facility Project 0158,Health Facility,2026-05-26,2026-06-10,2026-06-10,74.23,73.32,2027-01-09,,Delayed,AG024,V028,22.797571,77.668648,59.33111281914964,13.078930562282707,53.17124322918678,delay
MPL-0159,MP-402,Karnataka,Constituency-038,District-21,Water Supply Project 0159,Water Supply,2026-05-28,2026-06-03,2026-06-03,51.75,52.04,2027-06-02,,Ongoing,AG018,V077,13.499993,77.720991,72.97618412580596,79.62981042348505,31.169610193392373,payment_milestone_issue
MPL-0160,MP-431,Rajasthan,Constituency-047,District-18,Drainage Project 0160,Drainage,2026-02-05,2026-03-03,2026-03-03,53.94,50.05,2027-01-04,,Under Review,AG013,V015,25.743403,73.23402,83.87984904477992,72.14532331738432,22.09117158907462,payment_milestone_issue
MPL-0161,MP-434,Karnataka,Constituency-090,District-13,Road Project 0161,Road,2025-12-28,2026-01-04,2026-01-04,23.53,24.04,2026-09-08,,Under Review,AG019,V009,16.844976,75.757767,87.17739983209185,83.93285035756516,9.66019835858006,normal
MPL-0162,MP-318,Gujarat,Constituency-090,District-14,Sanitation Project 0162,Sanitation,2025-12-24,2026-01-21,2026-01-21,74.31,76.33,2026-11-27,,Ongoing,AG003,V040,23.864776,72.177767,43.545742217462205,38.734248735737445,42.80675678595163,normal
MPL-0163,MP-356,Rajasthan,Constituency-067,District-17,Community Hall Project 0163,Community Hall,2025-12-31,2026-01-30,2026-01-30,52.09,48.24,2026-11-22,,Under Review,AG030,V056,25.416874,72.599314,71.63437683726208,18.15587134014436,34.8423106190194,financial_physical_mismatch
MPL-0164,MP-467,Tamil Nadu,Constituency-066,District-12,School Infrastructure Project 0164,School Infrastructure,2026-01-25,2026-01-31,2026-01-31,32.12,31.07,2026-08-06,,Under Review,AG024,V035,12.655303,79.90282,63.81198162967681,57.59687394785933,23.82375553400204,normal
MPL-0165,MP-184,Tamil Nadu,Constituency-120,District-28,School Infrastructure Project 0165,School Infrastructure,2026-05-21,2026-05-27,2026-05-27,60.04,56.75,2027-05-14,,Ongoing,AG009,V014,12.891163,79.633976,62.98536867008558,17.07646884366607,5.662931072145486,low_expenditure
MPL-0166,MP-411,Telangana,Constituency-009,District-29,Water Supply Project 0166,Water Supply,2026-03-29,2026-04-17,2026-04-17,31.04,31.38,2027-04-16,,Ongoing,AG011,V032,17.279314,78.783126,66.43447794396019,20.13325640186499,25.83059844416494,financial_physical_mismatch
MPL-0167,MP-201,Uttar Pradesh,Constituency-094,District-29,Health Facility Project 0167,Health Facility,2026-04-05,2026-04-27,2026-04-27,34.56,32.9,2026-10-26,,Under Review,AG003,V071,25.214776,81.047767,78.14789695080378,82.41856865893898,12.454937095593584,estimate_revision
MPL-0168,MP-211,Maharashtra,Constituency-068,District-08,Street Lighting Project 0168,Street Lighting,2026-05-01,2026-05-19,2026-05-19,53.79,53.59,2027-02-11,2026-11-21,Completed,AG001,V030,19.185871,77.269648,35.52771510410655,30.898097204689897,34.953137059982154,estimate_revision
MPL-0169,MP-077,Gujarat,Constituency-076,District-19,Sanitation Project 0169,Sanitation,2026-02-23,2026-03-01,2026-03-01,37.74,38.44,2027-01-08,,Under Review,AG003,V006,21.939993,73.550991,60.21519156992817,64.66897834441338,21.44215614566214,normal
MPL-0170,MP-160,Rajasthan,Constituency-014,District-06,Sanitation Project 0170,Sanitation,2026-03-23,2026-04-11,2026-04-11,67.9,64.9,2027-04-05,,Ongoing,AG009,V041,24.600176,73.760267,59.901681877356566,53.04112886339945,79.6409785991232,cost_overrun
MPL-0171,MP-221,Bihar,Constituency-107,District-28,Health Facility Project 0171,Health Facility,2026-04-11,2026-04-26,2026-04-26,41.36,41.93,2027-01-09,,Ongoing,AG025,V027,26.234776,84.397767,39.97314884266887,45.74028074564078,17.243039143155578,normal
MPL-0172,MP-097,Tamil Nadu,Constituency-060,District-04,Street Lighting Project 0172,Street Lighting,2026-05-24,2026-06-23,2026-06-23,26.73,27.5,2027-03-06,,Ongoing,AG017,V007,10.857374,78.684014,36.709515134731774,33.60614411656962,13.465832044020488,normal
MPL-0173,MP-132,Maharashtra,Constituency-012,District-29,Water Supply Project 0173,Water Supply,2026-03-14,2026-04-13,2026-04-13,57.41,58.74,2027-01-13,,Under Review,AG005,V026,20.114776,80.047767,39.62216833254552,37.9347128010009,44.61597095549795,financial_physical_mismatch
MPL-0174,MP-036,Madhya Pradesh,Constituency-079,District-20,Road Project 0174,Road,2026-03-28,2026-04-21,2026-04-21,36.44,33.64,2026-09-07,,Delayed,AG006,V074,24.884776,78.477767,72.57671042134255,16.996363857018096,12.2382163965608,delay
MPL-0175,MP-392,Telangana,Constituency-101,District-23,Public Library Project 0175,Public Library,2026-01-07,2026-01-23,2026-01-23,35.58,34.37,2026-10-01,,Ongoing,AG016,V008,17.309314,79.983126,70.34588891011393,75.88424363154022,13.13100042234648,normal
MPL-0176,MP-164,Tamil Nadu,Constituency-013,District-08,Sports Facility Project 0176,Sports Facility,2026-03-15,2026-04-10,2026-04-10,20.95,20.01,2026-12-15,,Ongoing,AG017,V042,12.931276,79.180267,47.0461103440202,37.80522043890313,16.525988032445657,financial_physical_mismatch
MPL-0177,MP-193,Maharashtra,Constituency-108,District-26,Water Supply Project 0177,Water Supply,2026-03-12,2026-04-01,2026-04-01,20.68,20.37,2026-11-11,,Ongoing,AG019,V050,19.734776,76.767767,79.34156239476636,31.11289847708262,18.52675428667524,financial_physical_mismatch
MPL-0178,MP-332,Maharashtra,Constituency-008,District-01,Community Hall Project 0178,Community Hall,2026-05-26,2026-06-04,2026-06-04,9.43,9.17,2027-01-26,,Ongoing,AG002,V030,18.535176,73.904467,53.24536964658119,54.75633453515549,6.2119053532279445,payment_milestone_issue
MPL-0179,MP-499,Karnataka,Constituency-084,District-11,Public Library Project 0179,Public Library,2026-01-09,2026-01-19,2026-01-19,58.73,58.31,2026-10-21,,Under Review,AG028,V047,13.355676,77.148367,67.23091647443749,62.63526003953519,24.54732620890173,normal
MPL-0180,MP-034,West Bengal,Constituency-024,District-20,Health Facility Project 0180,Health Facility,2026-01-30,2026-02-14,2026-02-14,30.09,29.96,2026-11-17,,Under Review,AG008,V076,22.866874,86.979314,42.00416005979445,46.03844109038643,22.555616549308983,normal
MPL-0181,MP-012,Rajasthan,Constituency-034,District-07,Sports Facility Project 0181,Sports Facility,2026-01-25,2026-02-06,2026-02-06,61.66,58.34,2026-10-28,2026-11-07,Completed,AG004,V064,25.355476,74.679067,89.03088102171964,80.72440419025449,70.77004507394525,cost_overrun
MPL-0182,MP-167,Karnataka,Constituency-058,District-03,Road Project 0182,Road,2026-03-24,2026-04-23,2026-04-23,77.78,79.13,2027-02-04,,Ongoing,AG002,V050,12.893414,74.789126,62.11950964106162,58.45118628609532,91.81315640830329,cost_overrun
MPL-0183,MP-032,Tamil Nadu,Constituency-056,District-21,Sanitation Project 0183,Sanitation,2026-03-19,2026-03-29,2026-03-29,71.93,67.45,2026-11-07,,Under Review,AG004,V010,8.814776,78.197767,39.12513315742868,47.84548431520369,51.82601738133917,payment_milestone_issue
MPL-0184,MP-158,Maharashtra,Constituency-007,District-12,Community Hall Project 0184,Community Hall,2026-02-13,2026-02-18,2026-02-18,58.2,58.17,2026-11-29,,Under Review,AG011,V027,18.200376,76.089667,75.14857031186594,10.744531645577649,7.232280464001028,low_expenditure
MPL-0185,MP-272,West Bengal,Constituency-012,District-21,Drainage Project 0185,Drainage,2025-12-16,2026-01-07,2026-01-07,20.3,19.33,2026-08-27,,Under Review,AG007,V013,22.434776,87.367767,39.50648520921458,46.06940484484719,7.991549748866126,estimate_revision
MPL-0186,MP-088,Telangana,Constituency-086,District-12,Health Facility Project 0186,Health Facility,2025-12-13,2026-01-12,2026-01-12,39.66,37.64,2026-09-16,,Ongoing,AG006,V058,17.647571,78.078648,81.03933136739514,81.45275630151461,12.424936050210066,normal
MPL-0187,MP-405,West Bengal,Constituency-116,District-28,Water Supply Project 0187,Water Supply,2026-03-14,2026-04-10,2026-04-10,38.14,37.34,2027-02-17,,Ongoing,AG018,V008,23.414776,88.547767,82.67917075380592,81.12530729248816,26.783106406548644,normal
MPL-0188,MP-446,Bihar,Constituency-026,District-27,Sports Facility Project 0188,Sports Facility,2026-01-13,2026-02-07,2026-02-07,76.35,74.01,2026-06-17,,Delayed,AG022,V080,26.443403,84.34402,87.1983815665561,11.066897515836152,26.813955077764497,delay
MPL-0189,MP-116,Tamil Nadu,Constituency-054,District-05,Community Hall Project 0189,Community Hall,2026-05-14,2026-05-23,2026-05-23,47.75,48.43,2027-02-28,,Under Review,AG003,V050,11.711871,78.094648,63.582849764813815,71.76041180204527,12.4248527133845,normal
MPL-0190,MP-283,Karnataka,Constituency-052,District-05,Community Hall Project 0190,Community Hall,2026-02-19,2026-03-15,2026-03-15,71.37,72.55,2027-01-26,,Ongoing,AG019,V013,15.864476,74.545467,49.52751465937041,51.9328434150685,40.1326516051144,normal
MPL-0191,MP-504,Maharashtra,Constituency-110,District-23,Street Lighting Project 0191,Street Lighting,2026-05-31,2026-06-26,2026-06-26,11.55,11.23,2027-02-21,2027-02-12,Completed,AG029,V043,21.417571,74.188648,49.77213952196184,45.965834832056224,4.818445130044961,normal
MPL-0192,MP-529,Gujarat,Constituency-112,District-12,Sanitation Project 0192,Sanitation,2026-03-18,2026-03-24,2026-03-24,60.47,59.66,2026-11-27,,Under Review,AG024,V057,20.964776,72.967767,39.91077676666127,37.62854192396293,43.79756262077949,normal
MPL-0193,MP-204,Uttar Pradesh,Constituency-036,District-12,Public Library Project 0193,Public Library,2026-04-26,2026-05-15,2026-05-15,10.08,9.49,2027-04-05,2027-04-20,Completed,AG013,V018,26.806976,82.247567,80.81114631921032,87.22463322660161,3.627361167382728,normal
MPL-0194,MP-093,Karnataka,Constituency-037,District-01,Road Project 0194,Road,2026-04-19,2026-05-06,2026-05-06,40.12,41.15,2027-04-03,2027-04-22,Completed,AG008,V048,12.986376,77.642367,61.10202589838514,61.23136775175579,17.795398649548368,normal
MPL-0195,MP-230,Rajasthan,Constituency-033,District-20,Water Supply Project 0195,Water Supply,2026-05-24,2026-06-23,2026-06-23,27.37,26.41,2027-02-10,,Ongoing,AG021,V029,24.044776,74.827767,36.10287966247384,35.964855075204554,22.43461654915248,financial_physical_mismatch
MPL-0196,MP-290,Uttar Pradesh,Constituency-039,District-22,Street Lighting Project 0196,Street Lighting,2026-03-23,2026-03-31,2026-03-31,26.14,25.39,2027-01-22,2027-01-28,Completed,AG029,V049,28.414776,77.897767,72.24578860130222,78.38062667365682,29.64658665589964,cost_overrun
MPL-0197,MP-328,Uttar Pradesh,Constituency-088,District-05,Health Facility Project 0197,Health Facility,2026-02-08,2026-03-08,2026-03-08,59.2,60.28,2027-02-18,,Under Review,AG028,V036,27.224271,77.956748,51.43351115554425,42.7319556753357,39.52568194727947,normal
MPL-0198,MP-368,Uttar Pradesh,Constituency-065,District-10,Sanitation Project 0198,Sanitation,2026-04-04,2026-04-14,2026-04-14,61.04,60.07,2027-01-18,,Under Review,AG030,V054,28.853376,78.821067,89.71145515488337,95.66377857804646,25.94294367595271,normal
