project_id,estimated_cost_lakh,sanctioned_amount_lakh,expenditure_lakh,released_amount_lakh,remaining_amount_lakh,utilization_pct,cost_overrun_pct
MPL-0345,64.85,64.21,49.06748387684965,62.64,13.57,78.33,-24.34
MPL-0346,25.84,25.01,18.795358835920233,24.51,5.71,76.68,-27.26
MPL-0347,40.58,38.41,24.49969291723703,37.48,12.98,65.37,-39.63
MPL-0348,9.76,9.47,4.40204424437181,8.65,4.25,50.89,-54.9
MPL-0349,58.26,57.52,35.25242885243956,50.81,15.56,69.38,-39.49
MPL-0350,34.38,34.08,38.40931277738883,31.0,-7.41,123.9,11.72
MPL-0351,38.45,35.6,18.36136040235644,35.02,16.66,52.43,-52.25
MPL-0352,36.13,33.95,36.80279914455923,29.6,-7.2,124.33,1.86
MPL-0353,61.12,56.37,38.05280662832079,52.25,14.2,72.83,-37.74
MPL-0354,17.5,17.62,8.927152731262497,15.59,6.66,57.26,-48.99
MPL-0355,57.89,57.5,15.62909063648606,53.89,38.26,29.0,-73.0
MPL-0356,78.23,76.56,56.91979718545035,74.99,18.07,75.9,-27.24
MPL-0357,18.59,18.26,11.234426657368004,17.93,6.7,62.66,-39.57
MPL-0358,51.79,48.76,32.013885788631555,43.18,11.17,74.14,-38.19
MPL-0359,59.55,57.59,24.925396190160544,56.79,31.86,43.89,-58.14
MPL-0360,68.16,67.19,51.99449012512938,63.08,11.09,82.43,-23.72
MPL-0361,21.39,20.58,14.157220765292324,18.57,4.41,76.24,-33.81
MPL-0362,43.42,43.23,17.159068965857603,41.34,24.18,41.51,-60.48
MPL-0363,68.86,64.58,70.23469169954785,59.56,-10.67,117.92,2.0
MPL-0364,62.19,60.93,37.35207571967657,55.25,17.9,67.61,-39.94
MPL-0365,23.69,23.11,12.620076662654837,22.09,9.47,57.13,-46.73
MPL-0366,18.01,17.44,13.326934197080075,15.47,2.14,86.15,-26.0
MPL-0367,62.94,58.68,28.081968911772172,52.78,24.7,53.21,-55.38
MPL-0368,74.25,69.99,87.1059250299839,64.05,-23.06,136.0,17.31
MPL-0369,46.08,46.02,41.64103222147374,40.87,-0.77,101.89,-9.63
MPL-0370,24.38,22.73,27.85159056845666,20.7,-7.15,134.55,14.24
MPL-0371,37.32,38.38,27.795562176982337,35.91,8.11,77.4,-25.52
MPL-0372,50.52,47.04,13.373308202687847,45.21,31.84,29.58,-73.53
MPL-0373,56.0,57.37,18.82357159934544,55.37,36.55,34.0,-66.39
MPL-0374,9.93,9.33,3.8295813871462894,9.08,5.25,42.18,-61.43
MPL-0375,66.28,64.92,50.318007262552165,62.43,12.11,80.6,-24.08
MPL-0376,43.39,40.56,12.491362824605158,38.62,26.13,32.34,-71.21
MPL-0377,63.19,60.11,19.111672371140862,53.23,34.12,35.9,-69.76
MPL-0378,54.66,53.85,22.164853957113387,49.01,26.85,45.23,-59.45
MPL-0379,78.98,75.94,91.52862890643803,69.99,-21.54,130.77,15.89
MPL-0380,68.51,67.07,52.18050543865336,57.84,5.66,90.22,-23.84
MPL-0381,23.1,23.27,15.73487515095478,21.62,5.89,72.78,-31.88
MPL-0382,45.17,42.48,29.169794258624076,38.89,9.72,75.01,-35.42
MPL-0383,25.31,25.36,11.854226135931563,24.61,12.76,48.17,-53.16
MPL-0384,18.8,17.35,8.800833422138327,17.29,8.49,50.9,-53.19
MPL-0385,11.98,12.2,3.461119252168515,11.39,7.93,30.39,-71.11
MPL-0386,67.69,69.35,10.740188862868033,62.3,51.56,17.24,-84.13
MPL-0387,37.4,37.96,44.62279073588811,32.51,-12.11,137.26,19.31
MPL-0388,65.52,60.67,23.302190326056788,59.98,36.68,38.85,-64.43
MPL-0389,23.15,23.57,16.878892802716646,23.28,6.4,72.5,-27.09
MPL-0390,67.36,67.15,38.21650531818336,59.63,21.41,64.09,-43.27
MPL-0391,30.59,28.42,21.71066980572315,27.12,5.41,80.05,-29.03
MPL-0392,22.3,21.53,16.163029418190114,18.54,2.38,87.18,-27.52
MPL-0393,11.58,11.44,8.668744861569802,10.01,1.34,86.6,-25.14
MPL-0394,35.51,34.35,23.590450259376766,30.31,6.72,77.83,-33.57
MPL-0395,49.97,49.53,35.258675523416684,44.29,9.03,79.61,-29.44
MPL-0396,75.04,72.92,44.15448326723232,72.87,28.72,60.59,-41.16
MPL-0397,20.91,19.63,23.818232894039976,18.74,-5.08,127.1,13.91
MPL-0398,52.13,52.33,37.84066337844438,47.5,9.66,79.66,-27.41
MPL-0399,41.86,39.26,28.44162690192851,37.71,9.27,75.42,-32.06
MPL-0400,21.01,19.72,14.2412731886778,19.47,5.23,73.14,-32.22
MPL-0401,57.05,56.76,42.8053565059489,56.41,13.6,75.88,-24.97
MPL-0402,55.24,56.6,36.178118146959974,48.6,12.42,74.44,-34.51
MPL-0403,36.72,34.5,10.255808205865788,31.37,21.11,32.69,-72.07
MPL-0404,73.07,72.08,32.057732703332476,62.42,30.36,51.36,-56.13
MPL-0405,14.69,14.34,8.506970213804655,12.91,4.4,65.89,-42.09
MPL-0406,73.01,73.93,54.821049286941395,64.72,9.9,84.7,-24.91
MPL-0407,16.2,16.08,20.126591975845944,15.23,-4.9,132.15,24.24
MPL-0408,70.76,65.93,20.55957678413988,59.88,39.32,34.33,-70.94
MPL-0409,17.01,15.68,11.985412430162672,13.87,1.88,86.41,-29.54
MPL-0410,42.13,38.86,24.185570065546095,34.58,10.39,69.94,-42.59
MPL-0411,69.03,66.79,37.18135660731752,60.38,23.2,61.58,-46.14
MPL-0412,38.38,36.64,17.260475726228947,32.57,15.31,53.0,-55.03
MPL-0413,23.82,24.3,16.92513422598727,22.31,5.38,75.86,-28.95
MPL-0414,28.34,28.41,10.106193787994744,24.29,14.18,41.61,-64.34
MPL-0415,19.42,19.64,5.572707820352528,17.52,11.95,31.81,-71.3
MPL-0416,69.45,70.57,19.528390259393202,64.34,44.81,30.35,-71.88
MPL-0417,53.35,54.19,21.9374766933698,50.96,29.02,43.05,-58.88
MPL-0418,32.58,31.78,20.659159852420956,28.3,7.64,73.0,-36.59
MPL-0419,65.21,62.59,15.977525687118492,54.45,38.47,29.34,-75.5
MPL-0420,18.87,18.55,12.493564231286536,15.98,3.49,78.18,-33.79
MPL-0421,74.27,74.05,39.879287183407186,73.39,33.51,54.34,-46.3
MPL-0422,60.21,60.29,70.95594886507101,55.01,-15.95,128.99,17.85
MPL-0423,26.7,26.05,19.50915258170559,24.41,4.9,79.92,-26.93
MPL-0424,56.02,56.56,25.461209897741252,55.87,30.41,45.57,-54.55
MPL-0425,14.64,14.15,4.123006155342027,12.2,8.08,33.8,-71.84
MPL-0426,44.42,43.24,22.570774400938816,42.44,19.87,53.18,-49.19
MPL-0427,34.61,32.94,13.558434517446361,30.72,17.16,44.14,-60.83
MPL-0428,16.81,16.11,8.92045044342449,14.09,5.17,63.31,-46.93
MPL-0429,40.33,40.95,24.659525937580128,37.33,12.67,66.06,-38.86
MPL-0430,53.37,53.63,68.09340578855166,51.84,-16.25,131.35,27.59
MPL-0431,67.74,68.57,36.5326045661336,63.23,26.7,57.78,-46.07
MPL-0432,16.25,15.13,16.95411320048003,15.1,-1.85,112.28,4.33
MPL-0433,72.3,68.57,5.536605471167475,62.16,56.62,8.91,-92.34
MPL-0434,47.89,47.15,55.66983981551197,45.38,-10.29,122.67,16.25
MPL-0435,77.22,75.76,57.53143598951697,68.86,11.33,83.55,-25.5
MPL-0436,28.25,26.49,7.882073142400846,25.81,17.93,30.54,-72.1
MPL-0437,25.71,26.43,22.446699241085756,24.72,2.27,90.8,-12.69
MPL-0438,13.58,12.54,7.602880788132881,10.78,3.18,70.53,-44.01
MPL-0439,23.95,22.09,26.311218370294863,18.9,-7.41,139.21,9.86
MPL-0440,15.99,15.2,5.361013191071586,13.23,7.87,40.52,-66.47
MPL-0441,69.03,63.68,36.658154384650196,54.26,17.6,67.56,-46.9
MPL-0442,56.97,55.34,5.789010537456468,47.66,41.87,12.15,-89.84
MPL-0443,22.18,21.21,5.615825969856578,20.23,14.61,27.76,-74.68
MPL-0444,75.94,76.34,44.3867358003669,71.01,26.62,62.51,-41.55
MPL-0445,51.97,50.28,13.9611302452524,48.39,34.43,28.85,-73.14
MPL-0446,71.36,70.51,46.88579674870957,69.59,22.7,67.37,-34.3
MPL-0447,38.31,38.3,30.914596661616436,35.92,5.01,86.07,-19.3
MPL-0448,44.51,45.04,6.849876643280072,43.19,36.34,15.86,-84.61
MPL-0449,31.66,29.49,15.123747644892692,28.42,13.3,53.22,-52.23
MPL-0450,34.12,31.67,12.794850832933145,28.71,15.92,44.57,-62.5
MPL-0451,22.11,20.77,24.936875642016947,18.41,-6.53,135.45,12.79
MPL-0452,12.71,11.9,4.18393390959369,10.48,6.3,39.92,-67.08
MPL-0453,11.83,11.92,9.097864701089247,10.58,1.48,85.99,-23.09
MPL-0454,45.36,42.62,21.57200386405534,37.98,16.41,56.8,-52.44
MPL-0455,36.5,34.81,25.961799984696313,30.67,4.71,84.65,-28.87
MPL-0456,38.68,37.57,15.705042419467054,36.88,21.17,42.58,-59.4
MPL-0457,64.58,66.0,6.124890290090463,63.59,57.47,9.63,-90.52
MPL-0458,64.39,62.1,37.093168906408245,53.22,16.13,69.7,-42.39
MPL-0459,66.64,63.81,30.453978230004704,56.81,26.36,53.61,-54.3
MPL-0460,68.07,65.17,30.224895827411295,55.61,25.39,54.35,-55.6
MPL-0461,70.42,72.38,38.598806964602645,66.93,28.33,57.67,-45.19
MPL-0462,21.44,19.89,7.429131716982626,18.33,10.9,40.53,-65.35
MPL-0463,38.13,38.2,13.730387842957741,37.23,23.5,36.88,-63.99
MPL-0464,40.09,40.52,17.193141500858168,36.31,19.12,47.35,-57.11
MPL-0465,67.29,68.2,39.37870412163314,66.32,26.94,59.38,-41.48
MPL-0466,73.97,73.73,37.71646470643859,73.38,35.66,51.4,-49.01
MPL-0467,11.21,10.35,5.121274226355022,8.93,3.81,57.35,-54.32
MPL-0468,12.91,12.66,4.106088099681522,12.26,8.15,33.49,-68.19
MPL-0469,56.77,53.19,14.268524303593418,49.92,35.65,28.58,-74.87
MPL-0470,51.07,47.26,18.069430190716872,43.57,25.5,41.47,-64.62
MPL-0471,60.13,55.61,23.412931947173846,50.78,27.37,46.11,-61.06
MPL-0472,23.32,22.02,17.664870465272344,21.31,3.65,82.89,-24.25
MPL-0473,58.13,57.81,24.626173778168265,54.68,30.05,45.04,-57.64
MPL-0474,58.73,54.12,4.4194903419228435,52.54,48.12,8.41,-92.47
MPL-0475,17.67,16.87,11.296882112992025,16.62,5.32,67.97,-36.07
MPL-0476,59.8,59.02,43.320501995416116,55.63,12.31,77.87,-27.56
MPL-0477,60.2,57.45,6.220413400213869,57.28,51.06,10.86,-89.67
MPL-0478,44.38,44.42,39.569710996349464,41.81,2.24,94.64,-10.84
MPL-0479,13.18,12.32,10.657651006321395,11.65,0.99,91.48,-19.14
MPL-0480,71.72,73.81,24.804002779581182,68.88,44.08,36.01,-65.42
MPL-0481,42.4,43.31,11.476098509384453,37.4,25.92,30.68,-72.93
MPL-0482,59.24,57.01,16.680248494134485,54.67,37.99,30.51,-71.84
MPL-0483,15.87,15.6,2.1975902440907618,14.54,12.34,15.11,-86.15
MPL-0484,20.7,19.47,22.982995286006723,17.87,-5.11,128.61,11.03
MPL-0485,19.96,19.01,8.199783216787878,18.75,10.55,43.73,-58.92
MPL-0486,45.61,42.0,27.447961977403647,37.58,10.13,73.04,-39.82
MPL-0487,12.12,11.63,5.7239046227599,10.8,5.08,53.0,-52.77
MPL-0488,70.63,68.98,40.57257546068839,65.85,25.28,61.61,-42.56
MPL-0489,33.08,33.85,20.273430966282653,32.82,12.55,61.77,-38.71
MPL-0490,29.7,29.52,10.009287691581623,27.13,17.12,36.89,-66.3
MPL-0491,72.99,73.3,36.828868748627414,71.56,34.73,51.47,-49.54
MPL-0492,54.37,52.28,23.644924849184356,50.47,26.83,46.85,-56.51
MPL-0493,34.48,34.96,31.094253227736903,30.06,-1.03,103.44,-9.82
MPL-0494,8.66,8.78,0.6072713036307141,7.52,6.91,8.08,-92.99
MPL-0495,58.7,56.44,8.768203734810623,53.23,44.46,16.47,-85.06
MPL-0496,56.81,58.45,30.96432881201631,52.73,21.77,58.72,-45.49
MPL-0497,39.82,38.75,26.207011527902676,34.15,7.94,76.74,-34.19
MPL-0498,76.04,70.94,34.045905247266504,66.47,32.42,51.22,-55.23
MPL-0499,35.51,35.14,42.08099846754754,31.67,-10.41,132.87,18.5
MPL-0500,58.6,55.84,35.08411104199366,51.96,16.88,67.52,-40.13
