payment_id,project_id,vendor_id,payment_date,amount_lakh,payment_stage,payment_status,reference_number
PAY-00685,MPL-0083,V011,2026-07-11,2.83,Finishing,Processed,REF-0000685
PAY-00686,MPL-0083,V011,2026-09-06,0.07,Mobilization,Processed,REF-0000686
PAY-00687,MPL-0083,V011,2026-10-16,14.58,Finishing,Processed,REF-0000687
PAY-00688,MPL-0083,V011,2026-09-26,0.14,Foundation,Processed,REF-0000688
PAY-00689,MPL-0084,V004,2026-08-25,11.25,Finishing,Processed,REF-0000689
PAY-00690,MPL-0084,V004,2026-06-02,2.61,Final,Processed,REF-0000690
PAY-00691,MPL-0084,V004,2026-10-18,10.81,Mobilization,Processed,REF-0000691
PAY-00692,MPL-0084,V004,2027-01-24,0.4,Execution,Processed,REF-0000692
PAY-00693,MPL-0084,V004,2026-04-19,2.21,Final,Processed,REF-0000693
PAY-00694,MPL-0085,V078,2026-06-16,0.15,Execution,Processed,REF-0000694
PAY-00695,MPL-0085,V078,2026-08-05,0.04,Finishing,Processed,REF-0000695
PAY-00696,MPL-0085,V078,2027-01-15,0.78,Execution,Processed,REF-0000696
PAY-00697,MPL-0085,V078,2026-05-30,0.19,Foundation,Processed,REF-0000697
PAY-00698,MPL-0085,V078,2026-11-25,0.72,Final,Processed,REF-0000698
PAY-00699,MPL-0085,V078,2027-02-07,0.1,Foundation,Processed,REF-0000699
PAY-00700,MPL-0085,V078,2026-11-20,0.33,Final,Processed,REF-0000700
PAY-00701,MPL-0085,V078,2026-12-11,1.24,Final,Processed,REF-0000701
PAY-00702,MPL-0085,V078,2026-06-27,0.47,Foundation,Processed,REF-0000702
PAY-00703,MPL-0085,V078,2027-04-26,0.81,Foundation,Processed,REF-0000703
PAY-00704,MPL-0085,V078,2026-11-22,0.85,Final,Processed,REF-0000704
PAY-00705,MPL-0085,V078,2026-11-15,1.51,Finishing,Processed,REF-0000705
PAY-00706,MPL-0086,V019,2026-08-15,0.2,Execution,Processed,REF-0000706
PAY-00707,MPL-0086,V019,2026-10-13,0.6,Mobilization,Processed,REF-0000707
PAY-00708,MPL-0086,V019,2027-02-19,1.68,Finishing,Processed,REF-0000708
PAY-00709,MPL-0086,V019,2026-10-04,0.67,Finishing,Processed,REF-0000709
PAY-00710,MPL-0086,V019,2027-01-30,0.35,Foundation,Processed,REF-0000710
PAY-00711,MPL-0086,V019,2027-01-14,0.51,Final,Processed,REF-0000711
PAY-00712,MPL-0086,V019,2027-02-26,0.69,Final,Processed,REF-0000712
PAY-00713,MPL-0087,V050,2026-06-21,11.56,Execution,Processed,REF-0000713
PAY-00714,MPL-0087,V050,2027-02-11,0.21,Final,Processed,REF-0000714
PAY-00715,MPL-0087,V050,2026-10-11,2.64,Final,Processed,REF-0000715
PAY-00716,MPL-0087,V050,2027-02-26,20.3,Finishing,Processed,REF-0000716
PAY-00717,MPL-0087,V050,2026-05-20,3.89,Mobilization,Processed,REF-0000717
PAY-00718,MPL-0087,V050,2026-05-01,16.05,Foundation,Processed,REF-0000718
PAY-00719,MPL-0087,V050,2026-08-12,5.68,Mobilization,Processed,REF-0000719
PAY-00720,MPL-0087,V050,2027-03-22,9.01,Mobilization,Processed,REF-0000720
PAY-00721,MPL-0087,V050,2026-12-27,0.86,Finishing,Processed,REF-0000721
PAY-00722,MPL-0088,V024,2026-06-12,0.73,Foundation,Processed,REF-0000722
PAY-00723,MPL-0088,V024,2026-04-08,11.46,Foundation,Processed,REF-0000723
PAY-00724,MPL-0088,V024,2026-08-29,8.03,Finishing,Processed,REF-0000724
PAY-00725,MPL-0088,V024,2026-03-18,3.84,Mobilization,Processed,REF-0000725
PAY-00726,MPL-0088,V024,2026-12-24,2.24,Execution,Processed,REF-0000726
PAY-00727,MPL-0088,V024,2026-04-13,4.09,Mobilization,Processed,REF-0000727
PAY-00728,MPL-0088,V024,2026-03-23,3.5,Finishing,Processed,REF-0000728
PAY-00729,MPL-0088,V024,2026-08-24,3.06,Final,Processed,REF-0000729
PAY-00730,MPL-0088,V024,2027-01-03,0.22,Mobilization,Processed,REF-0000730
PAY-00731,MPL-0088,V024,2026-05-14,3.64,Execution,Processed,REF-0000731
PAY-00732,MPL-0089,V007,2027-02-12,2.11,Finishing,Processed,REF-0000732
PAY-00733,MPL-0089,V007,2026-09-03,7.4,Final,Processed,REF-0000733
PAY-00734,MPL-0089,V007,2027-04-07,0.02,Foundation,Processed,REF-0000734
PAY-00735,MPL-0089,V007,2026-10-05,1.89,Execution,Processed,REF-0000735
PAY-00736,MPL-0089,V007,2027-03-05,1.22,Finishing,Processed,REF-0000736
PAY-00737,MPL-0089,V007,2026-11-20,0.82,Foundation,Processed,REF-0000737
PAY-00738,MPL-0090,V056,2026-09-04,10.0,Finishing,Processed,REF-0000738
PAY-00739,MPL-0090,V056,2026-09-05,10.0,Foundation,Processed,REF-0000739
PAY-00740,MPL-0090,V056,2026-07-28,1.06,Final,Processed,REF-0000740
PAY-00741,MPL-0090,V056,2026-06-26,0.88,Mobilization,Processed,REF-0000741
PAY-00742,MPL-0090,V056,2026-09-26,3.19,Mobilization,Processed,REF-0000742
PAY-00743,MPL-0090,V056,2026-08-24,2.93,Mobilization,Processed,REF-0000743
PAY-00744,MPL-0090,V056,2026-12-15,2.16,Finishing,Processed,REF-0000744
PAY-00745,MPL-0090,V056,2027-03-31,6.79,Final,Processed,REF-0000745
PAY-00746,MPL-0091,V036,2026-12-14,1.32,Foundation,Processed,REF-0000746
PAY-00747,MPL-0091,V036,2027-05-17,0.86,Final,Processed,REF-0000747
PAY-00748,MPL-0091,V036,2027-03-04,3.28,Foundation,Processed,REF-0000748
PAY-00749,MPL-0091,V036,2026-10-07,0.68,Final,Processed,REF-0000749
PAY-00750,MPL-0091,V036,2027-02-20,1.16,Final,Processed,REF-0000750
PAY-00751,MPL-0091,V036,2026-12-20,0.78,Execution,Processed,REF-0000751
PAY-00752,MPL-0092,V005,2026-07-18,0.52,Finishing,Processed,REF-0000752
PAY-00753,MPL-0092,V005,2027-01-18,12.87,Finishing,Processed,REF-0000753
PAY-00754,MPL-0092,V005,2026-07-20,2.15,Final,Processed,REF-0000754
PAY-00755,MPL-0092,V005,2026-07-24,4.69,Foundation,Processed,REF-0000755
PAY-00756,MPL-0092,V005,2027-03-05,0.32,Execution,Processed,REF-0000756
PAY-00757,MPL-0092,V005,2026-08-04,8.8,Mobilization,Processed,REF-0000757
PAY-00758,MPL-0092,V005,2027-02-24,2.94,Foundation,Processed,REF-0000758
PAY-00759,MPL-0093,V050,2027-04-06,4.69,Final,Processed,REF-0000759
PAY-00760,MPL-0093,V050,2026-11-19,1.83,Mobilization,Processed,REF-0000760
PAY-00761,MPL-0093,V050,2026-09-25,0.75,Execution,Processed,REF-0000761
PAY-00762,MPL-0093,V050,2026-10-09,2.47,Finishing,Processed,REF-0000762
PAY-00763,MPL-0093,V050,2026-12-03,0.48,Mobilization,Processed,REF-0000763
PAY-00764,MPL-0094,V041,2026-11-24,2.15,Mobilization,Processed,REF-0000764
PAY-00765,MPL-0094,V041,2027-03-30,1.41,Final,Processed,REF-0000765
PAY-00766,MPL-0094,V041,2026-10-31,8.98,Final,Processed,REF-0000766
PAY-00767,MPL-0094,V041,2027-05-08,0.23,Final,Processed,REF-0000767
PAY-00768,MPL-0094,V041,2026-12-06,4.38,Finishing,Processed,REF-0000768
PAY-00769,MPL-0094,V041,2027-05-12,0.75,Mobilization,Processed,REF-0000769
PAY-00770,MPL-0094,V041,2027-04-05,1.42,Mobilization,Processed,REF-0000770
PAY-00771,MPL-0095,V047,2026-10-13,0.84,Mobilization,Processed,REF-0000771
PAY-00772,MPL-0095,V047,2026-06-17,3.74,Execution,Processed,REF-0000772
PAY-00773,MPL-0095,V047,2027-01-02,0.44,Execution,Processed,REF-0000773
PAY-00774,MPL-0095,V047,2026-09-11,0.15,Execution,Processed,REF-0000774
PAY-00775,MPL-0095,V047,2026-07-01,0.6,Foundation,Processed,REF-0000775
PAY-00776,MPL-0095,V047,2026-09-13,0.17,Final,Processed,REF-0000776
PAY-00777,MPL-0095,V047,2026-11-16,0.22,Mobilization,Processed,REF-0000777
PAY-00778,MPL-0095,V047,2026-09-29,1.34,Finishing,Processed,REF-0000778
PAY-00779,MPL-0095,V047,2026-07-08,0.1,Final,Processed,REF-0000779
PAY-00780,MPL-0095,V047,2027-04-09,0.05,Mobilization,Processed,REF-0000780
PAY-00781,MPL-0095,V047,2026-11-25,1.96,Mobilization,Processed,REF-0000781
PAY-00782,MPL-0095,V047,2026-12-31,0.7,Final,Processed,REF-0000782
PAY-00783,MPL-0096,V060,2027-04-12,0.6,Finishing,Processed,REF-0000783
PAY-00784,MPL-0096,V060,2026-09-08,1.31,Execution,Processed,REF-0000784
PAY-00785,MPL-0096,V060,2026-07-25,4.59,Mobilization,Processed,REF-0000785
PAY-00786,MPL-0096,V060,2026-07-22,1.44,Finishing,Processed,REF-0000786
PAY-00787,MPL-0096,V060,2027-03-20,3.05,Foundation,Processed,REF-0000787
PAY-00788,MPL-0096,V060,2027-06-01,0.58,Execution,Processed,REF-0000788
PAY-00789,MPL-0097,V042,2026-11-08,2.98,Execution,Processed,REF-0000789
PAY-00790,MPL-0097,V042,2026-07-03,1.28,Mobilization,Processed,REF-0000790
PAY-00791,MPL-0097,V042,2026-04-06,3.32,Mobilization,Processed,REF-0000791
PAY-00792,MPL-0097,V042,2026-06-17,5.56,Final,Processed,REF-0000792
PAY-00793,MPL-0097,V042,2027-01-14,3.18,Finishing,Processed,REF-0000793
PAY-00794,MPL-0097,V042,2026-03-18,1.18,Final,Processed,REF-0000794
PAY-00795,MPL-0097,V042,2026-11-10,0.99,Mobilization,Processed,REF-0000795
PAY-00796,MPL-0097,V042,2026-09-23,1.33,Finishing,Processed,REF-0000796
PAY-00797,MPL-0097,V042,2026-05-12,0.61,Finishing,Processed,REF-0000797
PAY-00798,MPL-0097,V042,2026-10-13,0.67,Final,Processed,REF-0000798
PAY-00799,MPL-0097,V042,2026-05-18,5.26,Mobilization,Processed,REF-0000799
PAY-00800,MPL-0098,V080,2026-08-13,0.92,Final,Processed,REF-0000800
PAY-00801,MPL-0098,V080,2026-12-19,1.08,Execution,Processed,REF-0000801
PAY-00802,MPL-0098,V080,2026-09-21,1.7,Execution,Processed,REF-0000802
PAY-00803,MPL-0098,V080,2027-01-23,1.68,Mobilization,Processed,REF-0000803
PAY-00804,MPL-0098,V080,2026-10-13,0.13,Foundation,Processed,REF-0000804
PAY-00805,MPL-0098,V080,2026-07-31,3.36,Final,Processed,REF-0000805
PAY-00806,MPL-0098,V080,2026-06-19,0.37,Foundation,Processed,REF-0000806
PAY-00807,MPL-0098,V080,2027-01-11,2.42,Final,Processed,REF-0000807
PAY-00808,MPL-0098,V080,2027-03-31,2.79,Mobilization,Processed,REF-0000808
PAY-00809,MPL-0098,V080,2026-06-21,2.37,Foundation,Processed,REF-0000809
PAY-00810,MPL-0098,V080,2026-07-13,1.63,Mobilization,Processed,REF-0000810
PAY-00811,MPL-0098,V080,2026-07-13,0.03,Foundation,Processed,REF-0000811
PAY-00812,MPL-0099,V039,2026-08-14,0.82,Execution,Processed,REF-0000812
PAY-00813,MPL-0099,V039,2026-06-05,1.71,Execution,Processed,REF-0000813
PAY-00814,MPL-0099,V039,2026-11-09,0.9,Final,Processed,REF-0000814
PAY-00815,MPL-0099,V039,2027-04-14,3.66,Foundation,Processed,REF-0000815
PAY-00816,MPL-0099,V039,2026-10-10,0.68,Foundation,Processed,REF-0000816
PAY-00817,MPL-0099,V039,2027-03-20,0.64,Finishing,Processed,REF-0000817
PAY-00818,MPL-0099,V039,2027-01-14,0.57,Mobilization,Processed,REF-0000818
PAY-00819,MPL-0099,V039,2027-04-15,0.74,Mobilization,Processed,REF-0000819
PAY-00820,MPL-0099,V039,2026-06-22,1.5,Execution,Processed,REF-0000820
PAY-00821,MPL-0099,V039,2027-02-16,2.26,Foundation,Processed,REF-0000821
PAY-00822,MPL-0099,V039,2027-01-22,2.0,Execution,Processed,REF-0000822
PAY-00823,MPL-0099,V039,2026-09-03,3.03,Finishing,Processed,REF-0000823
PAY-00824,MPL-0100,V017,2026-10-19,15.9,Final,Processed,REF-0000824
PAY-00825,MPL-0100,V017,2026-09-11,12.41,Foundation,Processed,REF-0000825
PAY-00826,MPL-0100,V017,2027-01-09,0.14,Execution,Processed,REF-0000826
PAY-00827,MPL-0100,V017,2026-09-25,9.76,Final,Processed,REF-0000827
PAY-00828,MPL-0100,V017,2026-12-28,1.71,Mobilization,Processed,REF-0000828
PAY-00829,MPL-0100,V017,2026-05-12,1.05,Execution,Processed,REF-0000829
PAY-00830,MPL-0100,V017,2026-11-11,7.45,Final,Processed,REF-0000830
PAY-00831,MPL-0100,V017,2026-12-19,2.82,Execution,Processed,REF-0000831
PAY-00832,MPL-0100,V017,2026-05-25,0.43,Foundation,Processed,REF-0000832
PAY-00833,MPL-0101,V021,2027-02-08,0.77,Foundation,Processed,REF-0000833
PAY-00834,MPL-0101,V021,2026-10-21,0.0,Final,Processed,REF-0000834
PAY-00835,MPL-0101,V021,2026-09-02,12.16,Mobilization,Processed,REF-0000835
PAY-00836,MPL-0101,V021,2026-11-24,0.13,Foundation,Processed,REF-0000836
PAY-00837,MPL-0101,V021,2026-06-05,1.22,Foundation,Processed,REF-0000837
PAY-00838,MPL-0101,V021,2026-12-29,2.8,Finishing,Processed,REF-0000838
PAY-00839,MPL-0101,V021,2026-07-15,2.3,Mobilization,Processed,REF-0000839
PAY-00840,MPL-0102,V002,2026-02-24,2.48,Execution,Processed,REF-0000840
PAY-00841,MPL-0102,V002,2026-06-29,0.04,Final,Processed,REF-0000841
PAY-00842,MPL-0102,V002,2026-08-22,0.73,Execution,Processed,REF-0000842
PAY-00843,MPL-0102,V002,2026-03-22,1.17,Mobilization,Processed,REF-0000843
PAY-00844,MPL-0102,V002,2026-06-29,2.74,Final,Processed,REF-0000844
PAY-00845,MPL-0102,V002,2026-08-22,0.99,Finishing,Processed,REF-0000845
PAY-00846,MPL-0102,V002,2026-02-16,1.66,Finishing,Processed,REF-0000846
PAY-00847,MPL-0102,V002,2026-08-22,0.09,Finishing,Processed,REF-0000847
PAY-00848,MPL-0102,V002,2026-03-01,0.5,Foundation,Processed,REF-0000848
PAY-00849,MPL-0102,V002,2026-05-23,0.48,Finishing,Processed,REF-0000849
PAY-00850,MPL-0102,V002,2026-05-12,2.22,Finishing,Processed,REF-0000850
PAY-00851,MPL-0102,V002,2026-11-06,0.17,Mobilization,Processed,REF-0000851
PAY-00852,MPL-0103,V017,2026-02-20,0.26,Final,Processed,REF-0000852
PAY-00853,MPL-0103,V017,2026-08-01,0.62,Mobilization,Processed,REF-0000853
PAY-00854,MPL-0103,V017,2026-12-12,0.09,Execution,Processed,REF-0000854
PAY-00855,MPL-0103,V017,2026-06-18,0.31,Final,Processed,REF-0000855
PAY-00856,MPL-0103,V017,2026-05-25,5.25,Mobilization,Processed,REF-0000856
PAY-00857,MPL-0103,V017,2026-07-28,0.87,Final,Processed,REF-0000857
PAY-00858,MPL-0103,V017,2026-09-14,1.56,Finishing,Processed,REF-0000858
PAY-00859,MPL-0103,V017,2026-03-05,2.02,Mobilization,Processed,REF-0000859
PAY-00860,MPL-0103,V017,2026-11-14,0.71,Finishing,Processed,REF-0000860
PAY-00861,MPL-0104,V020,2027-03-15,0.23,Finishing,Processed,REF-0000861
PAY-00862,MPL-0104,V020,2027-01-18,0.34,Final,Processed,REF-0000862
PAY-00863,MPL-0104,V020,2027-04-01,0.55,Final,Processed,REF-0000863
PAY-00864,MPL-0104,V020,2026-10-26,1.49,Foundation,Processed,REF-0000864
PAY-00865,MPL-0104,V020,2026-12-27,0.75,Finishing,Processed,REF-0000865
PAY-00866,MPL-0104,V020,2026-10-14,0.01,Foundation,Processed,REF-0000866
PAY-00867,MPL-0104,V020,2026-06-22,1.09,Execution,Processed,REF-0000867
PAY-00868,MPL-0104,V020,2026-11-02,3.74,Mobilization,Processed,REF-0000868
PAY-00869,MPL-0104,V020,2026-10-20,2.46,Final,Processed,REF-0000869
PAY-00870,MPL-0105,V015,2026-10-16,3.37,Final,Processed,REF-0000870
PAY-00871,MPL-0105,V015,2026-11-15,3.06,Mobilization,Processed,REF-0000871
PAY-00872,MPL-0105,V015,2027-03-08,0.76,Execution,Processed,REF-0000872
PAY-00873,MPL-0105,V015,2026-10-29,2.8,Execution,Processed,REF-0000873
PAY-00874,MPL-0105,V015,2027-03-30,0.3,Execution,Processed,REF-0000874
PAY-00875,MPL-0105,V015,2027-03-27,2.07,Final,Processed,REF-0000875
PAY-00876,MPL-0105,V015,2026-05-03,1.98,Mobilization,Processed,REF-0000876
PAY-00877,MPL-0105,V015,2026-10-01,0.05,Final,Processed,REF-0000877
PAY-00878,MPL-0105,V015,2027-03-31,3.0,Execution,Processed,REF-0000878
PAY-00879,MPL-0106,V032,2026-04-20,4.8,Finishing,Processed,REF-0000879
PAY-00880,MPL-0106,V032,2026-09-12,0.64,Mobilization,Processed,REF-0000880
PAY-00881,MPL-0106,V032,2026-09-01,3.44,Mobilization,Processed,REF-0000881
PAY-00882,MPL-0106,V032,2026-09-14,0.18,Mobilization,Processed,REF-0000882
PAY-00883,MPL-0106,V032,2026-07-21,1.88,Finishing,Processed,REF-0000883
PAY-00884,MPL-0106,V032,2026-12-11,1.37,Final,Processed,REF-0000884
PAY-00885,MPL-0106,V032,2026-05-10,1.62,Finishing,Processed,REF-0000885
PAY-00886,MPL-0106,V032,2026-02-17,5.35,Final,Processed,REF-0000886
PAY-00887,MPL-0106,V032,2026-02-28,4.21,Execution,Processed,REF-0000887
PAY-00888,MPL-0107,V027,2026-07-05,7.01,Finishing,Processed,REF-0000888
PAY-00889,MPL-0107,V027,2026-09-03,1.46,Execution,Processed,REF-0000889
PAY-00890,MPL-0107,V027,2026-10-22,11.07,Execution,Processed,REF-0000890
PAY-00891,MPL-0107,V027,2027-02-11,0.47,Foundation,Processed,REF-0000891
PAY-00892,MPL-0107,V027,2026-09-27,8.75,Foundation,Processed,REF-0000892
PAY-00893,MPL-0107,V027,2026-08-17,1.81,Final,Processed,REF-0000893
PAY-00894,MPL-0107,V027,2027-05-04,0.25,Mobilization,Processed,REF-0000894
PAY-00895,MPL-0107,V027,2026-09-30,5.05,Mobilization,Processed,REF-0000895
PAY-00896,MPL-0107,V027,2027-05-04,1.2,Mobilization,Processed,REF-0000896
PAY-00897,MPL-0107,V027,2026-09-05,1.27,Final,Processed,REF-0000897
PAY-00898,MPL-0108,V037,2027-05-02,1.61,Execution,Processed,REF-0000898
PAY-00899,MPL-0108,V037,2026-07-31,0.29,Final,Processed,REF-0000899
PAY-00900,MPL-0108,V037,2026-11-03,0.86,Mobilization,Processed,REF-0000900
PAY-00901,MPL-0108,V037,2026-11-19,0.02,Execution,Processed,REF-0000901
PAY-00902,MPL-0108,V037,2026-07-18,2.59,Execution,Processed,REF-0000902
PAY-00903,MPL-0108,V037,2027-04-12,0.39,Mobilization,Processed,REF-0000903
PAY-00904,MPL-0108,V037,2027-05-13,5.05,Foundation,Processed,REF-0000904
PAY-00905,MPL-0108,V037,2027-01-05,1.18,Mobilization,Processed,REF-0000905
PAY-00906,MPL-0108,V037,2026-08-18,12.65,Final,Processed,REF-0000906
PAY-00907,MPL-0108,V037,2027-02-22,9.02,Mobilization,Processed,REF-0000907
PAY-00908,MPL-0108,V037,2027-03-28,1.5,Mobilization,Processed,REF-0000908
PAY-00909,MPL-0108,V037,2026-11-08,6.72,Foundation,Processed,REF-0000909
PAY-00910,MPL-0109,V011,2027-01-26,2.28,Execution,Processed,REF-0000910
PAY-00911,MPL-0109,V011,2026-11-07,6.06,Mobilization,Processed,REF-0000911
PAY-00912,MPL-0109,V011,2027-03-03,1.28,Finishing,Processed,REF-0000912
PAY-00913,MPL-0109,V011,2026-08-31,0.12,Foundation,Processed,REF-0000913
PAY-00914,MPL-0109,V011,2026-04-21,1.46,Execution,Processed,REF-0000914
PAY-00915,MPL-0109,V011,2027-02-13,1.38,Execution,Processed,REF-0000915
PAY-00916,MPL-0109,V011,2026-09-27,1.43,Finishing,Processed,REF-0000916
PAY-00917,MPL-0109,V011,2027-03-08,0.52,Execution,Processed,REF-0000917
PAY-00918,MPL-0109,V011,2026-12-05,2.76,Execution,Processed,REF-0000918
PAY-00919,MPL-0109,V011,2027-02-21,4.5,Mobilization,Processed,REF-0000919
PAY-00920,MPL-0110,V030,2026-07-31,0.48,Mobilization,Processed,REF-0000920
PAY-00921,MPL-0110,V030,2026-06-21,0.18,Foundation,Processed,REF-0000921
PAY-00922,MPL-0110,V030,2026-11-22,0.42,Mobilization,Processed,REF-0000922
PAY-00923,MPL-0110,V030,2026-03-19,3.32,Final,Processed,REF-0000923
PAY-00924,MPL-0110,V030,2026-05-12,2.19,Execution,Processed,REF-0000924
PAY-00925,MPL-0110,V030,2026-10-12,1.96,Final,Processed,REF-0000925
PAY-00926,MPL-0110,V030,2026-11-17,0.99,Execution,Processed,REF-0000926
PAY-00927,MPL-0111,V008,2026-08-14,2.29,Final,Processed,REF-0000927
PAY-00928,MPL-0111,V008,2026-02-18,0.98,Foundation,Processed,REF-0000928
PAY-00929,MPL-0111,V008,2026-08-16,1.72,Mobilization,Processed,REF-0000929
PAY-00930,MPL-0111,V008,2026-03-13,4.18,Foundation,Processed,REF-0000930
PAY-00931,MPL-0111,V008,2026-11-18,10.55,Final,Processed,REF-0000931
PAY-00932,MPL-0111,V008,2026-11-23,7.15,Final,Processed,REF-0000932
PAY-00933,MPL-0111,V008,2026-09-04,7.21,Final,Processed,REF-0000933
PAY-00934,MPL-0111,V008,2026-04-05,1.37,Final,Processed,REF-0000934
PAY-00935,MPL-0112,V039,2027-04-11,1.12,Finishing,Processed,REF-0000935
PAY-00936,MPL-0112,V039,2027-05-08,2.16,Final,Processed,REF-0000936
PAY-00937,MPL-0112,V039,2027-02-26,4.51,Finishing,Processed,REF-0000937
PAY-00938,MPL-0112,V039,2026-11-14,0.27,Execution,Processed,REF-0000938
PAY-00939,MPL-0112,V039,2026-09-12,0.64,Final,Processed,REF-0000939
PAY-00940,MPL-0113,V024,2026-05-18,1.16,Execution,Processed,REF-0000940
PAY-00941,MPL-0113,V024,2026-05-18,7.33,Execution,Processed,REF-0000941
PAY-00942,MPL-0113,V024,2026-05-12,2.83,Finishing,Processed,REF-0000942
PAY-00943,MPL-0113,V024,2026-06-24,3.06,Mobilization,Processed,REF-0000943
PAY-00944,MPL-0113,V024,2026-05-17,0.57,Finishing,Processed,REF-0000944
PAY-00945,MPL-0113,V024,2026-08-11,3.33,Execution,Processed,REF-0000945
PAY-00946,MPL-0113,V024,2026-02-23,15.36,Execution,Processed,REF-0000946
PAY-00947,MPL-0113,V024,2026-10-27,2.05,Final,Processed,REF-0000947
PAY-00948,MPL-0113,V024,2026-02-22,9.2,Execution,Processed,REF-0000948
PAY-00949,MPL-0114,V032,2026-11-17,1.12,Foundation,Processed,REF-0000949
PAY-00950,MPL-0114,V032,2026-08-29,2.24,Finishing,Processed,REF-0000950
PAY-00951,MPL-0114,V032,2026-05-09,0.16,Final,Processed,REF-0000951
PAY-00952,MPL-0114,V032,2026-03-17,4.27,Final,Processed,REF-0000952
PAY-00953,MPL-0114,V032,2026-05-17,0.98,Finishing,Processed,REF-0000953
PAY-00954,MPL-0114,V032,2026-11-07,6.07,Foundation,Processed,REF-0000954
PAY-00955,MPL-0114,V032,2026-11-18,2.72,Execution,Processed,REF-0000955
PAY-00956,MPL-0114,V032,2026-06-07,0.28,Execution,Processed,REF-0000956
PAY-00957,MPL-0114,V032,2026-06-21,0.06,Mobilization,Processed,REF-0000957
PAY-00958,MPL-0114,V032,2026-02-22,0.33,Finishing,Processed,REF-0000958
PAY-00959,MPL-0114,V032,2026-08-15,0.84,Final,Processed,REF-0000959
PAY-00960,MPL-0114,V032,2026-03-28,0.21,Final,Processed,REF-0000960
PAY-00961,MPL-0115,V065,2027-05-29,0.57,Foundation,Processed,REF-0000961
PAY-00962,MPL-0115,V065,2026-10-10,1.93,Finishing,Processed,REF-0000962
PAY-00963,MPL-0115,V065,2026-07-17,0.11,Foundation,Processed,REF-0000963
PAY-00964,MPL-0115,V065,2026-09-09,0.4,Finishing,Processed,REF-0000964
PAY-00965,MPL-0115,V065,2026-11-21,1.67,Final,Processed,REF-0000965
PAY-00966,MPL-0115,V065,2027-03-07,0.2,Mobilization,Processed,REF-0000966
PAY-00967,MPL-0115,V065,2026-09-12,1.57,Mobilization,Processed,REF-0000967
PAY-00968,MPL-0115,V065,2027-02-15,2.0,Mobilization,Processed,REF-0000968
PAY-00969,MPL-0115,V065,2026-10-03,1.87,Mobilization,Processed,REF-0000969
PAY-00970,MPL-0115,V065,2026-09-15,6.33,Final,Processed,REF-0000970
PAY-00971,MPL-0115,V065,2027-04-07,2.35,Finishing,Processed,REF-0000971
PAY-00972,MPL-0115,V065,2027-02-11,1.96,Execution,Processed,REF-0000972
PAY-00973,MPL-0116,V028,2026-10-06,3.07,Final,Processed,REF-0000973
PAY-00974,MPL-0116,V028,2026-07-16,9.87,Execution,Processed,REF-0000974
PAY-00975,MPL-0116,V028,2026-05-14,13.08,Execution,Processed,REF-0000975
PAY-00976,MPL-0116,V028,2026-09-03,11.13,Final,Processed,REF-0000976
PAY-00977,MPL-0116,V028,2027-01-20,6.49,Final,Processed,REF-0000977
PAY-00978,MPL-0116,V028,2026-05-09,0.86,Mobilization,Processed,REF-0000978
PAY-00979,MPL-0116,V028,2026-04-21,1.88,Execution,Processed,REF-0000979
PAY-00980,MPL-0117,V012,2026-12-16,0.07,Finishing,Processed,REF-0000980
PAY-00981,MPL-0117,V012,2026-12-30,4.13,Execution,Processed,REF-0000981
PAY-00982,MPL-0117,V012,2027-01-20,1.67,Foundation,Processed,REF-0000982
PAY-00983,MPL-0117,V012,2026-08-22,2.12,Final,Processed,REF-0000983
PAY-00984,MPL-0117,V012,2027-02-05,0.58,Mobilization,Processed,REF-0000984
PAY-00985,MPL-0117,V012,2026-08-06,2.89,Mobilization,Processed,REF-0000985
PAY-00986,MPL-0117,V012,2027-03-20,0.46,Final,Processed,REF-0000986
PAY-00987,MPL-0117,V012,2026-11-26,0.0,Finishing,Processed,REF-0000987
PAY-00988,MPL-0117,V012,2026-12-01,0.73,Execution,Processed,REF-0000988
PAY-00989,MPL-0117,V012,2026-12-31,1.31,Foundation,Processed,REF-0000989
PAY-00990,MPL-0117,V012,2027-02-05,1.01,Final,Processed,REF-0000990
PAY-00991,MPL-0117,V012,2026-10-11,3.06,Mobilization,Processed,REF-0000991
PAY-00992,MPL-0118,V009,2026-10-28,0.43,Finishing,Processed,REF-0000992
PAY-00993,MPL-0118,V009,2026-11-19,3.09,Mobilization,Processed,REF-0000993
PAY-00994,MPL-0118,V009,2027-03-13,2.76,Final,Processed,REF-0000994
PAY-00995,MPL-0118,V009,2027-02-21,1.27,Final,Processed,REF-0000995
PAY-00996,MPL-0118,V009,2027-02-13,6.62,Finishing,Processed,REF-0000996
PAY-00997,MPL-0118,V009,2026-10-22,5.36,Execution,Processed,REF-0000997
PAY-00998,MPL-0118,V009,2026-12-11,5.06,Execution,Processed,REF-0000998
PAY-00999,MPL-0118,V009,2026-08-28,8.01,Foundation,Processed,REF-0000999
PAY-01000,MPL-0119,V070,2026-06-01,7.79,Finishing,Processed,REF-0001000
PAY-01001,MPL-0119,V070,2026-11-06,1.6,Execution,Processed,REF-0001001
PAY-01002,MPL-0119,V070,2026-12-05,7.42,Final,Processed,REF-0001002
PAY-01003,MPL-0119,V070,2026-07-24,2.23,Mobilization,Processed,REF-0001003
PAY-01004,MPL-0119,V070,2026-08-10,1.68,Execution,Processed,REF-0001004
