progress_id,project_id,update_date,milestone,planned_progress_pct,physical_progress_pct,financial_progress_pct,remarks
PR-00571,MPL-0113,2026-08-17,Completion,76.65,70.8,70.38,Routine progress update
PR-00572,MPL-0114,2026-01-02,Planning,7.1,7.92,7.98,Routine progress update
PR-00573,MPL-0114,2026-02-16,Foundation,14.2,10.59,15.96,Routine progress update
PR-00574,MPL-0114,2026-04-02,Execution,21.29,18.93,23.94,Routine progress update
PR-00575,MPL-0114,2026-05-17,Finishing,28.39,20.43,31.93,Routine progress update
PR-00576,MPL-0114,2026-07-01,Inspection,35.49,36.89,39.91,Routine progress update
PR-00577,MPL-0114,2026-08-15,Completion,42.59,36.56,47.89,Routine progress update
PR-00578,MPL-0114,2026-09-29,Completion,49.68,57.31,55.87,Routine progress update
PR-00579,MPL-0115,2026-06-30,Planning,17.35,15.86,7.34,Routine progress update
PR-00580,MPL-0115,2026-08-14,Foundation,34.69,30.09,14.68,Routine progress update
PR-00581,MPL-0115,2026-09-28,Execution,52.04,48.04,22.02,Routine progress update
PR-00582,MPL-0115,2026-11-12,Finishing,69.39,60.61,29.36,Routine progress update
PR-00583,MPL-0115,2026-12-27,Inspection,86.73,84.75,36.71,Routine progress update
PR-00584,MPL-0116,2026-03-05,Planning,13.17,7.65,24.41,Routine progress update
PR-00585,MPL-0116,2026-04-19,Foundation,26.34,23.18,48.82,Routine progress update
PR-00586,MPL-0116,2026-06-03,Execution,39.5,26.88,73.24,Routine progress update
PR-00587,MPL-0117,2026-05-11,Planning,12.65,17.79,5.61,Routine progress update
PR-00588,MPL-0117,2026-06-25,Foundation,25.29,27.54,11.22,Routine progress update
PR-00589,MPL-0117,2026-08-09,Execution,37.94,36.88,16.84,Routine progress update
PR-00590,MPL-0117,2026-09-23,Finishing,50.58,55.34,22.45,Routine progress update
PR-00591,MPL-0117,2026-11-07,Inspection,63.23,65.09,28.06,Routine progress update
PR-00592,MPL-0118,2026-05-19,Planning,21.59,30.55,11.67,Routine progress update
PR-00593,MPL-0118,2026-07-03,Foundation,43.18,35.89,23.33,Routine progress update
PR-00594,MPL-0118,2026-08-17,Execution,64.77,56.6,35.0,Routine progress update
PR-00595,MPL-0118,2026-10-01,Finishing,86.36,81.33,46.67,Routine progress update
PR-00596,MPL-0119,2026-02-04,Planning,12.8,6.15,4.54,Routine progress update
PR-00597,MPL-0119,2026-03-21,Foundation,25.6,29.91,9.07,Routine progress update
PR-00598,MPL-0119,2026-05-05,Execution,38.4,38.72,13.61,Routine progress update
PR-00599,MPL-0119,2026-06-19,Finishing,51.2,45.74,18.14,Routine progress update
PR-00600,MPL-0119,2026-08-03,Inspection,64.0,56.16,22.68,Routine progress update
PR-00601,MPL-0119,2026-09-17,Completion,76.81,71.24,27.21,Routine progress update
PR-00602,MPL-0119,2026-11-01,Completion,89.61,77.11,31.75,Routine progress update
PR-00603,MPL-0120,2026-03-30,Planning,12.48,8.93,11.32,Routine progress update
PR-00604,MPL-0120,2026-05-14,Foundation,24.96,24.28,22.63,Routine progress update
PR-00605,MPL-0120,2026-06-28,Execution,37.44,30.77,33.95,Routine progress update
PR-00606,MPL-0120,2026-08-12,Finishing,49.92,49.13,45.27,Routine progress update
PR-00607,MPL-0120,2026-09-26,Inspection,62.4,61.11,56.59,Routine progress update
PR-00608,MPL-0120,2026-11-10,Completion,74.88,70.46,67.9,Routine progress update
PR-00609,MPL-0121,2026-04-13,Planning,13.75,17.59,8.62,Routine progress update
PR-00610,MPL-0121,2026-05-28,Foundation,27.5,24.03,17.24,Routine progress update
PR-00611,MPL-0121,2026-07-12,Execution,41.25,47.19,25.85,Routine progress update
PR-00612,MPL-0121,2026-08-26,Finishing,55.0,66.1,34.47,Routine progress update
PR-00613,MPL-0121,2026-10-10,Inspection,68.75,79.76,43.09,Routine progress update
PR-00614,MPL-0121,2026-11-24,Completion,82.51,99.44,51.71,Routine progress update
PR-00615,MPL-0122,2026-05-23,Planning,17.36,23.15,12.82,Routine progress update
PR-00616,MPL-0122,2026-07-07,Foundation,34.71,26.83,25.63,Routine progress update
PR-00617,MPL-0122,2026-08-21,Execution,52.07,57.37,38.45,Routine progress update
PR-00618,MPL-0122,2026-10-05,Finishing,69.43,70.37,51.27,Routine progress update
PR-00619,MPL-0123,2026-02-27,Planning,10.08,9.36,7.81,Routine progress update
PR-00620,MPL-0123,2026-04-13,Foundation,20.16,13.72,15.62,Routine progress update
PR-00621,MPL-0123,2026-05-28,Execution,30.23,21.37,23.44,Routine progress update
PR-00622,MPL-0123,2026-07-12,Finishing,40.31,26.65,31.25,Routine progress update
PR-00623,MPL-0123,2026-08-26,Inspection,50.39,48.31,39.06,Routine progress update
PR-00624,MPL-0123,2026-10-10,Completion,60.47,55.88,46.87,Routine progress update
PR-00625,MPL-0124,2026-02-18,Planning,13.63,9.45,6.99,Routine progress update
PR-00626,MPL-0124,2026-04-04,Foundation,27.26,27.94,13.99,Routine progress update
PR-00627,MPL-0124,2026-05-19,Execution,40.9,46.96,20.98,Routine progress update
PR-00628,MPL-0124,2026-07-03,Finishing,54.53,59.11,27.98,Routine progress update
PR-00629,MPL-0124,2026-08-17,Inspection,68.16,67.71,34.97,Routine progress update
PR-00630,MPL-0125,2026-05-03,Planning,9.47,12.56,7.01,Routine progress update
PR-00631,MPL-0125,2026-06-17,Foundation,18.94,38.18,14.02,Routine progress update
PR-00632,MPL-0125,2026-08-01,Execution,28.41,43.21,21.02,Routine progress update
PR-00633,MPL-0125,2026-09-15,Finishing,37.88,60.11,28.03,Routine progress update
PR-00634,MPL-0125,2026-10-30,Inspection,47.35,71.37,35.04,Routine progress update
PR-00635,MPL-0125,2026-12-14,Completion,56.81,93.49,42.05,Routine progress update
PR-00636,MPL-0126,2026-04-05,Planning,6.74,5.94,5.55,Routine progress update
PR-00637,MPL-0126,2026-05-20,Foundation,13.48,8.0,11.09,Routine progress update
PR-00638,MPL-0126,2026-07-04,Execution,20.22,11.23,16.64,Routine progress update
PR-00639,MPL-0126,2026-08-18,Finishing,26.95,27.55,22.18,Routine progress update
PR-00640,MPL-0126,2026-10-02,Inspection,33.69,20.99,27.73,Routine progress update
PR-00641,MPL-0126,2026-11-16,Completion,40.43,34.91,33.28,Routine progress update
PR-00642,MPL-0126,2026-12-31,Completion,47.17,29.76,38.82,Routine progress update
PR-00643,MPL-0127,2026-03-07,Planning,12.4,8.43,13.43,Routine progress update
PR-00644,MPL-0127,2026-04-21,Foundation,24.79,15.08,26.85,Routine progress update
PR-00645,MPL-0127,2026-06-05,Execution,37.19,21.18,40.28,Routine progress update
PR-00646,MPL-0127,2026-07-20,Finishing,49.59,21.76,53.71,Routine progress update
PR-00647,MPL-0127,2026-09-03,Inspection,61.98,34.34,67.13,Routine progress update
PR-00648,MPL-0128,2026-06-21,Planning,16.27,14.56,15.89,Routine progress update
PR-00649,MPL-0128,2026-08-05,Foundation,32.54,9.37,31.79,Routine progress update
PR-00650,MPL-0128,2026-09-19,Execution,48.8,14.18,47.68,Routine progress update
PR-00651,MPL-0128,2026-11-03,Finishing,65.07,21.9,63.57,Routine progress update
PR-00652,MPL-0128,2026-12-18,Inspection,81.34,24.72,79.46,Routine progress update
PR-00653,MPL-0129,2026-01-05,Planning,13.22,12.06,18.07,Routine progress update
PR-00654,MPL-0129,2026-02-19,Foundation,26.45,26.97,36.14,Routine progress update
PR-00655,MPL-0129,2026-04-05,Execution,39.67,50.54,54.21,Routine progress update
PR-00656,MPL-0129,2026-05-20,Finishing,52.89,61.32,72.28,Routine progress update
PR-00657,MPL-0129,2026-07-04,Inspection,66.12,70.87,90.35,Routine progress update
PR-00658,MPL-0129,2026-08-18,Completion,79.34,77.53,100.0,Routine progress update
PR-00659,MPL-0130,2026-03-04,Planning,11.66,5.82,10.07,Routine progress update
PR-00660,MPL-0130,2026-04-18,Foundation,23.32,26.02,20.14,Routine progress update
PR-00661,MPL-0130,2026-06-02,Execution,34.99,27.52,30.21,Routine progress update
PR-00662,MPL-0130,2026-07-17,Finishing,46.65,49.18,40.28,Routine progress update
PR-00663,MPL-0130,2026-08-31,Inspection,58.31,55.75,50.35,Routine progress update
PR-00664,MPL-0130,2026-10-15,Completion,69.97,72.38,60.42,Routine progress update
PR-00665,MPL-0130,2026-11-29,Completion,81.63,84.27,70.49,Routine progress update
PR-00666,MPL-0131,2026-06-15,Planning,10.06,6.24,4.13,Routine progress update
PR-00667,MPL-0131,2026-07-30,Foundation,20.12,9.93,8.27,Routine progress update
PR-00668,MPL-0131,2026-09-13,Execution,30.18,15.56,12.4,Routine progress update
PR-00669,MPL-0131,2026-10-28,Finishing,40.24,20.14,16.54,Routine progress update
PR-00670,MPL-0132,2026-02-15,Planning,8.59,11.73,13.7,Routine progress update
PR-00671,MPL-0132,2026-04-01,Foundation,17.17,22.82,27.4,Routine progress update
PR-00672,MPL-0132,2026-05-16,Execution,25.76,24.52,41.1,Routine progress update
PR-00673,MPL-0132,2026-06-30,Finishing,34.34,38.98,54.81,Routine progress update
PR-00674,MPL-0132,2026-08-14,Inspection,42.93,49.77,68.51,Routine progress update
PR-00675,MPL-0133,2026-05-09,Planning,27.04,26.28,21.92,Routine progress update
PR-00676,MPL-0133,2026-06-23,Foundation,54.08,51.75,43.84,Routine progress update
PR-00677,MPL-0133,2026-08-07,Execution,81.13,75.01,65.76,Routine progress update
PR-00678,MPL-0134,2026-04-21,Planning,7.94,9.38,13.46,Routine progress update
PR-00679,MPL-0134,2026-06-05,Foundation,15.89,19.0,26.92,Routine progress update
PR-00680,MPL-0134,2026-07-20,Execution,23.83,25.36,40.38,Routine progress update
PR-00681,MPL-0134,2026-09-03,Finishing,31.77,35.08,53.84,Routine progress update
PR-00682,MPL-0134,2026-10-18,Inspection,39.71,45.28,67.3,Routine progress update
PR-00683,MPL-0135,2026-01-24,Planning,12.81,3.78,4.94,Routine progress update
PR-00684,MPL-0135,2026-03-10,Foundation,25.62,26.15,9.88,Routine progress update
PR-00685,MPL-0135,2026-04-24,Execution,38.44,34.93,14.81,Routine progress update
PR-00686,MPL-0135,2026-06-08,Finishing,51.25,40.3,19.75,Routine progress update
PR-00687,MPL-0135,2026-07-23,Inspection,64.06,59.15,24.69,Routine progress update
PR-00688,MPL-0135,2026-09-06,Completion,76.87,65.53,29.63,Routine progress update
PR-00689,MPL-0136,2026-04-16,Planning,13.15,14.08,7.57,Routine progress update
PR-00690,MPL-0136,2026-05-31,Foundation,26.31,28.22,15.15,Routine progress update
PR-00691,MPL-0136,2026-07-15,Execution,39.46,46.58,22.72,Routine progress update
PR-00692,MPL-0136,2026-08-29,Finishing,52.62,57.35,30.29,Routine progress update
PR-00693,MPL-0136,2026-10-13,Inspection,65.77,79.22,37.87,Routine progress update
PR-00694,MPL-0137,2026-03-18,Planning,28.98,29.71,17.09,Routine progress update
PR-00695,MPL-0137,2026-05-02,Foundation,57.95,59.07,34.19,Routine progress update
PR-00696,MPL-0137,2026-06-16,Execution,86.93,93.8,51.28,Routine progress update
PR-00697,MPL-0138,2026-04-23,Planning,23.6,22.68,13.64,Routine progress update
PR-00698,MPL-0138,2026-06-07,Foundation,47.2,51.72,27.28,Routine progress update
PR-00699,MPL-0138,2026-07-22,Execution,70.81,75.8,40.92,Routine progress update
PR-00700,MPL-0139,2026-03-25,Planning,18.36,15.85,11.86,Routine progress update
PR-00701,MPL-0139,2026-05-09,Foundation,36.72,46.82,23.73,Routine progress update
PR-00702,MPL-0139,2026-06-23,Execution,55.08,57.73,35.59,Routine progress update
PR-00703,MPL-0140,2026-02-05,Planning,10.87,14.88,11.25,Routine progress update
PR-00704,MPL-0140,2026-03-22,Foundation,21.74,28.51,22.49,Routine progress update
PR-00705,MPL-0140,2026-05-06,Execution,32.61,34.09,33.74,Routine progress update
PR-00706,MPL-0140,2026-06-20,Finishing,43.48,32.16,44.98,Routine progress update
PR-00707,MPL-0141,2026-01-28,Planning,23.53,24.11,25.71,Routine progress update
PR-00708,MPL-0141,2026-03-14,Foundation,47.06,48.69,51.42,Routine progress update
PR-00709,MPL-0141,2026-04-28,Execution,70.58,58.35,77.13,Routine progress update
PR-00710,MPL-0142,2026-06-26,Planning,15.12,8.6,15.4,Routine progress update
PR-00711,MPL-0142,2026-08-10,Foundation,30.23,12.72,30.8,Routine progress update
PR-00712,MPL-0142,2026-09-24,Execution,45.35,27.46,46.19,Routine progress update
PR-00713,MPL-0142,2026-11-08,Finishing,60.47,40.02,61.59,Routine progress update
PR-00714,MPL-0143,2026-04-27,Planning,5.77,5.08,12.32,Routine progress update
PR-00715,MPL-0143,2026-06-11,Foundation,11.53,17.15,24.63,Routine progress update
PR-00716,MPL-0143,2026-07-26,Execution,17.3,7.0,36.95,Routine progress update
PR-00717,MPL-0143,2026-09-09,Finishing,23.07,2.64,49.27,Routine progress update
PR-00718,MPL-0143,2026-10-24,Inspection,28.84,12.13,61.58,Routine progress update
PR-00719,MPL-0143,2026-12-08,Completion,34.6,4.07,73.9,Routine progress update
PR-00720,MPL-0143,2027-01-22,Completion,40.37,13.9,86.22,Routine progress update
PR-00721,MPL-0144,2026-02-10,Planning,15.92,21.39,11.59,Routine progress update
PR-00722,MPL-0144,2026-03-27,Foundation,31.83,31.08,23.18,Routine progress update
PR-00723,MPL-0144,2026-05-11,Execution,47.75,45.38,34.78,Routine progress update
PR-00724,MPL-0145,2026-02-22,Planning,12.81,13.33,23.74,Routine progress update
PR-00725,MPL-0145,2026-04-08,Foundation,25.63,11.02,47.48,Routine progress update
PR-00726,MPL-0145,2026-05-23,Execution,38.44,23.2,71.21,Routine progress update
PR-00727,MPL-0146,2026-05-31,Planning,13.79,20.52,12.48,Routine progress update
PR-00728,MPL-0146,2026-07-15,Foundation,27.58,41.52,24.97,Routine progress update
PR-00729,MPL-0146,2026-08-29,Execution,41.37,55.13,37.45,Routine progress update
PR-00730,MPL-0146,2026-10-13,Finishing,55.16,78.07,49.93,Routine progress update
PR-00731,MPL-0146,2026-11-27,Inspection,68.95,94.41,62.42,Routine progress update
PR-00732,MPL-0147,2026-06-02,Planning,8.82,8.42,10.53,Routine progress update
PR-00733,MPL-0147,2026-07-17,Foundation,17.65,19.16,21.06,Routine progress update
PR-00734,MPL-0147,2026-08-31,Execution,26.47,21.96,31.59,Routine progress update
PR-00735,MPL-0147,2026-10-15,Finishing,35.3,43.39,42.12,Routine progress update
PR-00736,MPL-0147,2026-11-29,Inspection,44.12,45.1,52.65,Routine progress update
PR-00737,MPL-0147,2027-01-13,Completion,52.94,53.02,63.18,Routine progress update
PR-00738,MPL-0147,2027-02-27,Completion,61.77,64.67,73.72,Routine progress update
PR-00739,MPL-0148,2026-01-03,Planning,14.67,11.21,8.54,Routine progress update
PR-00740,MPL-0148,2026-02-17,Foundation,29.34,29.7,17.08,Routine progress update
PR-00741,MPL-0148,2026-04-03,Execution,44.01,40.7,25.62,Routine progress update
PR-00742,MPL-0148,2026-05-18,Finishing,58.67,64.32,34.16,Routine progress update
PR-00743,MPL-0148,2026-07-02,Inspection,73.34,68.37,42.69,Routine progress update
PR-00744,MPL-0148,2026-08-16,Completion,88.01,87.38,51.23,Routine progress update
PR-00745,MPL-0149,2026-02-27,Planning,22.04,25.02,17.08,Routine progress update
PR-00746,MPL-0149,2026-04-13,Foundation,44.07,48.98,34.17,Routine progress update
PR-00747,MPL-0149,2026-05-28,Execution,66.11,68.78,51.25,Routine progress update
PR-00748,MPL-0150,2026-01-27,Planning,14.99,11.06,7.25,Routine progress update
PR-00749,MPL-0150,2026-03-13,Foundation,29.99,27.02,14.49,Routine progress update
PR-00750,MPL-0150,2026-04-27,Execution,44.98,46.04,21.74,Routine progress update
PR-00751,MPL-0150,2026-06-11,Finishing,59.97,58.0,28.98,Routine progress update
PR-00752,MPL-0150,2026-07-26,Inspection,74.97,76.4,36.23,Routine progress update
PR-00753,MPL-0150,2026-09-09,Completion,89.96,89.76,43.47,Routine progress update
PR-00754,MPL-0151,2026-02-12,Planning,6.63,2.63,6.23,Routine progress update
PR-00755,MPL-0151,2026-03-29,Foundation,13.25,24.46,12.46,Routine progress update
PR-00756,MPL-0151,2026-05-13,Execution,19.88,44.21,18.68,Routine progress update
PR-00757,MPL-0151,2026-06-27,Finishing,26.5,52.25,24.91,Routine progress update
PR-00758,MPL-0151,2026-08-11,Inspection,33.13,60.37,31.14,Routine progress update
PR-00759,MPL-0151,2026-09-25,Completion,39.76,66.18,37.37,Routine progress update
PR-00760,MPL-0151,2026-11-09,Completion,46.38,84.07,43.59,Routine progress update
PR-00761,MPL-0152,2026-01-16,Planning,20.66,21.99,15.68,Routine progress update
PR-00762,MPL-0152,2026-03-02,Foundation,41.32,37.05,31.35,Routine progress update
PR-00763,MPL-0152,2026-04-16,Execution,61.98,58.36,47.03,Routine progress update
PR-00764,MPL-0152,2026-05-31,Finishing,82.63,82.17,62.7,Routine progress update
PR-00765,MPL-0153,2026-04-14,Planning,13.88,10.11,8.48,Routine progress update
PR-00766,MPL-0153,2026-05-29,Foundation,27.75,22.85,16.96,Routine progress update
PR-00767,MPL-0153,2026-07-13,Execution,41.63,43.4,25.43,Routine progress update
PR-00768,MPL-0153,2026-08-27,Finishing,55.5,56.0,33.91,Routine progress update
PR-00769,MPL-0153,2026-10-11,Inspection,69.38,71.83,42.39,Routine progress update
PR-00770,MPL-0153,2026-11-25,Completion,83.25,83.53,50.87,Routine progress update
PR-00771,MPL-0154,2026-02-24,Planning,8.93,6.78,9.17,Routine progress update
PR-00772,MPL-0154,2026-04-10,Foundation,17.86,19.83,18.34,Routine progress update
PR-00773,MPL-0154,2026-05-25,Execution,26.79,22.58,27.5,Routine progress update
PR-00774,MPL-0154,2026-07-09,Finishing,35.72,35.19,36.67,Routine progress update
PR-00775,MPL-0154,2026-08-23,Inspection,44.65,47.25,45.84,Routine progress update
PR-00776,MPL-0154,2026-10-07,Completion,53.58,52.85,55.01,Routine progress update
PR-00777,MPL-0155,2026-01-01,Planning,6.04,16.24,4.78,Routine progress update
PR-00778,MPL-0155,2026-02-15,Foundation,12.07,5.16,9.55,Routine progress update
PR-00779,MPL-0155,2026-04-01,Execution,18.11,16.91,14.33,Routine progress update
PR-00780,MPL-0155,2026-05-16,Finishing,24.15,21.71,19.1,Routine progress update
PR-00781,MPL-0155,2026-06-30,Inspection,30.18,29.02,23.88,Routine progress update
PR-00782,MPL-0155,2026-08-14,Completion,36.22,35.62,28.65,Routine progress update
PR-00783,MPL-0155,2026-09-28,Completion,42.26,39.25,33.43,Routine progress update
PR-00784,MPL-0156,2026-06-29,Planning,5.75,7.72,4.16,Routine progress update
PR-00785,MPL-0156,2026-08-13,Foundation,11.5,7.22,8.32,Routine progress update
PR-00786,MPL-0156,2026-09-27,Execution,17.24,14.77,12.48,Routine progress update
PR-00787,MPL-0156,2026-11-11,Finishing,22.99,17.08,16.65,Routine progress update
PR-00788,MPL-0156,2026-12-26,Inspection,28.74,20.76,20.81,Routine progress update
PR-00789,MPL-0156,2027-02-09,Completion,34.49,34.92,24.97,Routine progress update
PR-00790,MPL-0156,2027-03-26,Completion,40.24,36.62,29.13,Routine progress update
PR-00791,MPL-0157,2026-02-28,Planning,13.56,4.78,13.62,Routine progress update
PR-00792,MPL-0157,2026-04-14,Foundation,27.12,16.61,27.24,Routine progress update
PR-00793,MPL-0157,2026-05-29,Execution,40.68,40.93,40.86,Routine progress update
PR-00794,MPL-0158,2026-06-10,Planning,9.89,0.1,12.09,Routine progress update
PR-00795,MPL-0158,2026-07-25,Foundation,19.78,0.0,24.17,Routine progress update
PR-00796,MPL-0158,2026-09-08,Execution,29.67,10.72,36.26,Routine progress update
PR-00797,MPL-0158,2026-10-23,Finishing,39.55,9.4,48.35,Routine progress update
PR-00798,MPL-0158,2026-12-07,Inspection,49.44,11.91,60.43,Routine progress update
PR-00799,MPL-0158,2027-01-21,Completion,59.33,16.32,72.52,Routine progress update
PR-00800,MPL-0159,2026-06-03,Planning,24.33,21.3,19.97,Routine progress update
PR-00801,MPL-0159,2026-07-18,Foundation,48.65,46.56,39.93,Routine progress update
PR-00802,MPL-0159,2026-09-01,Execution,72.98,85.95,59.9,Routine progress update
PR-00803,MPL-0160,2026-03-03,Planning,11.98,4.56,6.31,Routine progress update
PR-00804,MPL-0160,2026-04-17,Foundation,23.97,15.72,12.61,Routine progress update
PR-00805,MPL-0160,2026-06-01,Execution,35.95,26.83,18.92,Routine progress update
PR-00806,MPL-0160,2026-07-16,Finishing,47.93,49.55,25.22,Routine progress update
PR-00807,MPL-0160,2026-08-30,Inspection,59.91,53.51,31.53,Routine progress update
PR-00808,MPL-0160,2026-10-14,Completion,71.9,65.7,37.83,Routine progress update
PR-00809,MPL-0160,2026-11-28,Completion,83.88,72.93,44.14,Routine progress update
PR-00810,MPL-0161,2026-01-04,Planning,21.79,18.58,10.05,Routine progress update
PR-00811,MPL-0161,2026-02-18,Foundation,43.59,44.49,20.09,Routine progress update
PR-00812,MPL-0161,2026-04-04,Execution,65.38,56.72,30.14,Routine progress update
PR-00813,MPL-0161,2026-05-19,Finishing,87.18,79.55,40.18,Routine progress update
PR-00814,MPL-0162,2026-01-21,Planning,14.52,15.84,18.69,Routine progress update
PR-00815,MPL-0162,2026-03-07,Foundation,29.03,20.39,37.39,Routine progress update
PR-00816,MPL-0162,2026-04-21,Execution,43.55,37.98,56.08,Routine progress update
PR-00817,MPL-0163,2026-01-30,Planning,11.94,2.45,12.04,Routine progress update
PR-00818,MPL-0163,2026-03-16,Foundation,23.88,3.94,24.08,Routine progress update
PR-00819,MPL-0163,2026-04-30,Execution,35.82,1.27,36.11,Routine progress update
PR-00820,MPL-0163,2026-06-14,Finishing,47.76,9.59,48.15,Routine progress update
PR-00821,MPL-0163,2026-07-29,Inspection,59.7,11.83,60.19,Routine progress update
PR-00822,MPL-0163,2026-09-12,Completion,71.63,18.8,72.23,Routine progress update
PR-00823,MPL-0164,2026-01-31,Planning,9.12,8.67,10.95,Routine progress update
PR-00824,MPL-0164,2026-03-17,Foundation,18.23,17.97,21.91,Routine progress update
PR-00825,MPL-0164,2026-05-01,Execution,27.35,21.98,32.86,Routine progress update
PR-00826,MPL-0164,2026-06-15,Finishing,36.46,35.0,43.82,Routine progress update
PR-00827,MPL-0164,2026-07-30,Inspection,45.58,34.92,54.77,Routine progress update
PR-00828,MPL-0164,2026-09-13,Completion,54.7,42.08,65.72,Routine progress update
PR-00829,MPL-0164,2026-10-28,Completion,63.81,48.25,76.68,Routine progress update
PR-00830,MPL-0165,2026-05-27,Planning,12.6,1.42,2.0,Routine progress update
PR-00831,MPL-0165,2026-07-11,Foundation,25.19,3.82,3.99,Routine progress update
PR-00832,MPL-0165,2026-08-25,Execution,37.79,13.4,5.99,Routine progress update
PR-00833,MPL-0165,2026-10-09,Finishing,50.39,11.07,7.98,Routine progress update
PR-00834,MPL-0165,2026-11-23,Inspection,62.99,18.17,9.98,Routine progress update
PR-00835,MPL-0166,2026-04-17,Planning,16.61,8.29,20.58,Routine progress update
PR-00836,MPL-0166,2026-06-01,Foundation,33.22,7.32,41.16,Routine progress update
PR-00837,MPL-0166,2026-07-16,Execution,49.83,16.29,61.74,Routine progress update
PR-00838,MPL-0166,2026-08-30,Finishing,66.43,24.14,82.32,Routine progress update
PR-00839,MPL-0167,2026-04-27,Planning,11.16,6.82,5.41,Routine progress update
PR-00840,MPL-0167,2026-06-11,Foundation,22.33,23.65,10.82,Routine progress update
PR-00841,MPL-0167,2026-07-26,Execution,33.49,32.59,16.22,Routine progress update
PR-00842,MPL-0167,2026-09-09,Finishing,44.66,42.4,21.63,Routine progress update
PR-00843,MPL-0167,2026-10-24,Inspection,55.82,52.72,27.04,Routine progress update
PR-00844,MPL-0167,2026-12-08,Completion,66.98,65.88,32.45,Routine progress update
PR-00845,MPL-0167,2027-01-22,Completion,78.15,82.66,37.86,Routine progress update
PR-00846,MPL-0168,2026-05-19,Planning,5.08,0.0,9.32,Routine progress update
PR-00847,MPL-0168,2026-07-03,Foundation,10.15,6.63,18.64,Routine progress update
PR-00848,MPL-0168,2026-08-17,Execution,15.23,16.49,27.95,Routine progress update
PR-00849,MPL-0168,2026-10-01,Finishing,20.3,19.45,37.27,Routine progress update
PR-00850,MPL-0168,2026-11-15,Inspection,25.38,19.95,46.59,Routine progress update
PR-00851,MPL-0168,2026-12-30,Completion,30.45,33.24,55.91,Routine progress update
PR-00852,MPL-0168,2027-02-13,Completion,35.53,38.47,65.22,Routine progress update
PR-00853,MPL-0169,2026-03-01,Planning,20.07,21.66,18.59,Routine progress update
PR-00854,MPL-0169,2026-04-15,Foundation,40.14,33.24,37.19,Routine progress update
PR-00855,MPL-0169,2026-05-30,Execution,60.22,68.21,55.78,Routine progress update
PR-00856,MPL-0170,2026-04-11,Planning,8.56,0.0,17.53,Routine progress update
PR-00857,MPL-0170,2026-05-26,Foundation,17.11,21.06,35.06,Routine progress update
PR-00858,MPL-0170,2026-07-10,Execution,25.67,27.07,52.59,Routine progress update
PR-00859,MPL-0170,2026-08-24,Finishing,34.23,37.41,70.12,Routine progress update
PR-00860,MPL-0170,2026-10-08,Inspection,42.79,38.93,87.65,Routine progress update
PR-00861,MPL-0170,2026-11-22,Completion,51.34,44.02,100.0,Routine progress update
PR-00862,MPL-0170,2027-01-06,Completion,59.9,51.24,100.0,Routine progress update
PR-00863,MPL-0171,2026-04-26,Planning,6.66,5.44,6.85,Routine progress update
PR-00864,MPL-0171,2026-06-10,Foundation,13.32,19.17,13.71,Routine progress update
PR-00865,MPL-0171,2026-07-25,Execution,19.99,25.72,20.56,Routine progress update
PR-00866,MPL-0171,2026-09-08,Finishing,26.65,30.97,27.42,Routine progress update
PR-00867,MPL-0171,2026-10-23,Inspection,33.31,35.23,34.27,Routine progress update
PR-00868,MPL-0171,2026-12-07,Completion,39.97,56.26,41.12,Routine progress update
PR-00869,MPL-0172,2026-06-23,Planning,9.18,12.05,12.24,Routine progress update
PR-00870,MPL-0172,2026-08-07,Foundation,18.35,10.41,24.48,Routine progress update
PR-00871,MPL-0172,2026-09-21,Execution,27.53,23.14,36.72,Routine progress update
PR-00872,MPL-0172,2026-11-05,Finishing,36.71,37.33,48.97,Routine progress update
PR-00873,MPL-0173,2026-04-13,Planning,5.66,2.22,10.85,Routine progress update
PR-00874,MPL-0173,2026-05-28,Foundation,11.32,12.24,21.7,Routine progress update
PR-00875,MPL-0173,2026-07-12,Execution,16.98,20.06,32.55,Routine progress update
PR-00876,MPL-0173,2026-08-26,Finishing,22.64,8.12,43.4,Routine progress update
PR-00877,MPL-0173,2026-10-10,Inspection,28.3,26.66,54.25,Routine progress update
PR-00878,MPL-0173,2026-11-24,Completion,33.96,32.24,65.1,Routine progress update
PR-00879,MPL-0173,2027-01-08,Completion,39.62,36.29,75.96,Routine progress update
PR-00880,MPL-0174,2026-04-21,Planning,18.14,5.46,9.09,Routine progress update
PR-00881,MPL-0174,2026-06-05,Foundation,36.29,11.13,18.19,Routine progress update
PR-00882,MPL-0174,2026-07-20,Execution,54.43,13.32,27.28,Routine progress update
PR-00883,MPL-0174,2026-09-03,Finishing,72.58,15.5,36.38,Routine progress update
PR-00884,MPL-0175,2026-01-23,Planning,17.59,21.5,9.55,Routine progress update
PR-00885,MPL-0175,2026-03-09,Foundation,35.17,38.14,19.1,Routine progress update
PR-00886,MPL-0175,2026-04-23,Execution,52.76,55.99,28.65,Routine progress update
PR-00887,MPL-0175,2026-06-07,Finishing,70.35,70.64,38.2,Routine progress update
PR-00888,MPL-0176,2026-04-10,Planning,15.68,6.35,27.53,Routine progress update
PR-00889,MPL-0176,2026-05-25,Foundation,31.36,19.88,55.06,Routine progress update
PR-00890,MPL-0176,2026-07-09,Execution,47.05,38.92,82.59,Routine progress update
